,img_id,class,x,y
102,Ta01881.jpg,soil,1812.801,1680.445
103,Ta01881.jpg,soil,1540.801,544.445
104,Ta01881.jpg,soil,2636.801,384.445
105,Ta01881.jpg,soil,3596.801,1144.445
106,Ta01881.jpg,soil,2236.801,1512.445
107,Ta01881.jpg,soil,4116.801,1976.445
108,Ta01881.jpg,soil,3724.801,2840.445
109,Ta01881.jpg,soil,4860.801,2384.445
110,Ta01881.jpg,soil,4820.801,920.445
111,Ta01881.jpg,soil,4756.801,1368.445
112,Ta00235.jpg,kura_clover_point,2110.888,659.712
113,Ta00235.jpg,kura_clover_point,1964.888,1105.712
114,Ta00235.jpg,kura_clover_point,2012.888,1565.712
115,Ta00235.jpg,kura_clover_point,2374.888,1605.712
116,Ta00235.jpg,kura_clover_point,2600.888,1233.712
117,Ta00235.jpg,kura_clover_point,2662.888,1025.712
118,Ta00235.jpg,kura_clover_point,2898.888,875.712
119,Ta00235.jpg,kura_clover_point,3068.888,1071.712
120,Ta00235.jpg,kura_clover_point,2588.888,707.712
121,Ta00235.jpg,quadrat_point,696.8,161.04
122,Ta00235.jpg,quadrat_point,1996.8,143.798
123,Ta00235.jpg,quadrat_point,2214.042,154.143
124,Ta00235.jpg,quadrat_point,3376.111,223.109
125,Ta00235.jpg,quadrat_point,3517.49,1636.902
126,Ta00235.jpg,quadrat_point,3534.731,2809.316
127,Ta00235.jpg,quadrat_point,3496.8,3105.867
128,Ta00235.jpg,quadrat_point,1876.111,3126.557
129,Ta00235.jpg,quadrat_point,507.145,3061.04
130,Ta00235.jpg,quadrat_point,483.007,1695.522
131,Ta00235.jpg,soil,293.352,157.591
132,Ta00235.jpg,soil,314.042,785.178
133,Ta00235.jpg,soil,227.835,1892.074
134,Ta00235.jpg,soil,714.042,1819.66
135,Ta00235.jpg,soil,641.628,2333.453
136,Ta00235.jpg,soil,1138.179,2536.902
137,Ta00235.jpg,soil,1541.628,2278.281
138,Ta00235.jpg,soil,1283.007,343.798
139,Ta00235.jpg,soil,3027.835,485.178
140,Ta00235.jpg,soil,3303.697,1461.04
141,Ta00235.jpg,soil,2534.731,2164.488
142,Ta00235.jpg,soil,3134.731,2892.074
143,Ta00235.jpg,soil,4024.386,1767.936
144,Ta00235.jpg,soil,4424.386,2761.04
145,Ta00235.jpg,soil,4638.179,636.902
146,Ta00235.jpg,soil,4765.766,198.971
147,Ta01982.jpg,kura_clover_point,1603.466,1265.447
148,Ta01982.jpg,kura_clover_point,1547.774,841.568
149,Ta01982.jpg,kura_clover_point,1829.329,228.956
150,Ta01982.jpg,kura_clover_point,2525.479,519.792
151,Ta01982.jpg,kura_clover_point,2284.147,999.363
152,Ta01982.jpg,kura_clover_point,2364.591,1420.147
153,Ta01982.jpg,kura_clover_point,1838.611,1649.103
154,Ta01982.jpg,kura_clover_point,1789.107,2753.662
155,Ta01982.jpg,kura_clover_point,1687.004,2852.67
156,Ta01982.jpg,kura_clover_point,2726.589,2722.722
157,Ta01982.jpg,quadrat_point,1003.23,46.41
158,Ta01982.jpg,quadrat_point,2376.967,27.846
159,Ta01982.jpg,quadrat_point,4183.864,64.974
160,Ta01982.jpg,quadrat_point,4137.454,1240.695
161,Ta01982.jpg,quadrat_point,4128.172,3053.78
162,Ta01982.jpg,quadrat_point,2776.093,3171.352
163,Ta01982.jpg,quadrat_point,2544.043,3162.07
164,Ta01982.jpg,quadrat_point,1795.295,3180.634
165,Ta01982.jpg,quadrat_point,1055.828,3149.694
166,Ta01982.jpg,quadrat_point,922.786,1732.641
167,Ta01982.jpg,soil,628.856,513.604
168,Ta01982.jpg,soil,656.702,1506.779
169,Ta01982.jpg,soil,455.592,2496.859
170,Ta01982.jpg,soil,1290.972,1995.631
171,Ta01982.jpg,soil,1139.366,878.697
172,Ta01982.jpg,soil,1250.75,634.27
173,Ta01982.jpg,soil,2457.411,247.52
174,Ta01982.jpg,soil,2955.545,117.572
175,Ta01982.jpg,soil,3320.637,640.458
176,Ta01982.jpg,soil,2506.915,928.201
177,Ta01982.jpg,soil,2974.109,1203.567
178,Ta01982.jpg,soil,2206.797,2014.195
179,Ta01982.jpg,soil,1609.654,2493.765
180,Ta01982.jpg,soil,2417.189,2682.5
181,Ta01982.jpg,soil,3298.979,2295.749
182,Ta01982.jpg,soil,3710.482,2806.26
183,Ta01982.jpg,soil,4725.314,1766.675
184,Ta01982.jpg,soil,4781.006,764.218
185,Ta01982.jpg,soil,5065.654,1482.027
186,Ta00112.jpg,kura_clover_point,1841.705,903.449
187,Ta00112.jpg,kura_clover_point,1987.123,1509.873
188,Ta00112.jpg,kura_clover_point,2277.959,1683.137
189,Ta00112.jpg,kura_clover_point,2695.649,2308.125
190,Ta00112.jpg,kura_clover_point,3020.519,1469.651
191,Ta00112.jpg,kura_clover_point,3110.245,1262.353
192,Ta00112.jpg,kura_clover_point,3172.125,918.919
193,Ta00112.jpg,kura_clover_point,2627.581,689.962
194,Ta00112.jpg,quadrat_point,854.718,173.264
195,Ta00112.jpg,quadrat_point,2352.215,80.444
196,Ta00112.jpg,quadrat_point,3642.414,71.162
197,Ta00112.jpg,quadrat_point,4069.386,99.008
198,Ta00112.jpg,quadrat_point,4152.924,2267.903
199,Ta00112.jpg,quadrat_point,4208.616,3257.984
200,Ta00112.jpg,quadrat_point,2185.139,3279.642
201,Ta00112.jpg,quadrat_point,771.18,3217.762
202,Ta00112.jpg,quadrat_point,860.906,1540.813
203,Ta00112.jpg,soil,597.916,643.552
204,Ta00112.jpg,soil,353.49,1680.043
205,Ta00112.jpg,soil,474.156,2960.96
206,Ta00112.jpg,soil,922.786,2697.97
207,Ta00112.jpg,soil,1071.298,1680.043
208,Ta00112.jpg,soil,1216.716,1494.403
209,Ta00112.jpg,soil,1454.954,343.434
210,Ta00112.jpg,soil,3286.603,324.87
211,Ta00112.jpg,soil,3503.184,764.218
212,Ta00112.jpg,soil,3645.508,2066.793
213,Ta00112.jpg,soil,3020.519,2051.323
214,Ta00112.jpg,soil,2841.067,2066.793
215,Ta00112.jpg,soil,3159.749,2871.234
216,Ta00112.jpg,soil,4474.7,1441.805
217,Ta00112.jpg,soil,4827.416,315.588
218,Ta00112.jpg,soil,4821.228,2233.869
219,Ta00112.jpg,soil,4923.33,3053.78
220,Ta02081_6_8_17.jpg,kura_clover_point,2411.559,1010.898
221,Ta02081_6_8_17.jpg,kura_clover_point,2071.559,1341.565
222,Ta02081_6_8_17.jpg,kura_clover_point,1575.559,2141.565
223,Ta02081_6_8_17.jpg,kura_clover_point,1871.559,2056.231
224,Ta02081_6_8_17.jpg,kura_clover_point,2056.893,1757.565
225,Ta02081_6_8_17.jpg,kura_clover_point,2555.559,1789.565
226,Ta02081_6_8_17.jpg,kura_clover_point,2738.226,2120.231
227,Ta02081_6_8_17.jpg,kura_clover_point,2332.893,1617.565
228,Ta02081_6_8_17.jpg,quadrat_point,1363.5,430.765
229,Ta02081_6_8_17.jpg,quadrat_point,2732.466,475.592
230,Ta02081_6_8_17.jpg,quadrat_point,3973.845,513.523
231,Ta02081_6_8_17.jpg,quadrat_point,4029.018,1561.799
232,Ta02081_6_8_17.jpg,quadrat_point,3956.604,3130.765
233,Ta02081_6_8_17.jpg,quadrat_point,2697.983,3120.42
234,Ta02081_6_8_17.jpg,quadrat_point,1373.845,3120.42
235,Ta02081_6_8_17.jpg,quadrat_point,1277.294,1741.109
236,Ta02081_6_8_17.jpg,soil,877.294,365.247
237,Ta02081_6_8_17.jpg,soil,642.811,1499.73
238,Ta02081_6_8_17.jpg,soil,756.604,2299.73
239,Ta02081_6_8_17.jpg,soil,822.121,3116.971
240,Ta02081_6_8_17.jpg,soil,2153.156,3372.144
241,Ta02081_6_8_17.jpg,soil,3835.914,3372.144
242,Ta02081_6_8_17.jpg,soil,4866.949,3182.489
243,Ta02081_6_8_17.jpg,soil,4542.811,1716.971
244,Ta02081_6_8_17.jpg,soil,4791.087,982.489
245,Ta02081_6_8_17.jpg,soil,4725.569,506.627
246,Ta02081_6_8_17.jpg,soil,2529.018,130.765
247,Ta02081_6_8_17.jpg,soil,1756.604,754.902
248,Ta02081_6_8_17.jpg,soil,2084.19,816.971
249,Ta02081_6_8_17.jpg,soil,3325.569,682.489
250,Ta02081_6_8_17.jpg,soil,3629.018,985.937
251,Ta02081_6_8_17.jpg,soil,3287.638,2616.971
252,Ta02081_6_8_17.jpg,soil,2708.328,2582.489
253,Ta02081_6_8_17.jpg,soil,2246.259,2730.765
254,Ta02081_6_8_17.jpg,soil,1666.949,1489.385
255,Ta01097.jpg,kura_clover_point,650.468,1950.929
256,Ta01097.jpg,kura_clover_point,1450.468,1403.941
257,Ta01097.jpg,kura_clover_point,1170.95,1469.002
258,Ta01097.jpg,kura_clover_point,2031.191,1396.713
259,Ta01097.jpg,kura_clover_point,2513.119,1596.713
260,Ta01097.jpg,kura_clover_point,2766.131,1461.773
261,Ta01097.jpg,kura_clover_point,2554.083,1208.761
262,Ta01097.jpg,kura_clover_point,2245.649,1081.05
263,Ta01097.jpg,kura_clover_point,2833.601,1666.592
264,Ta01097.jpg,kura_clover_point,3409.505,478.64
265,Ta01097.jpg,kura_clover_point,3349.826,489.419
266,Ta01097.jpg,quadrat_point,719.591,134.996
267,Ta01097.jpg,quadrat_point,2085.109,48.789
268,Ta01097.jpg,quadrat_point,2229.936,59.134
269,Ta01097.jpg,quadrat_point,3471.315,59.134
270,Ta01097.jpg,quadrat_point,3809.247,1100.513
271,Ta01097.jpg,quadrat_point,3885.109,3193.616
272,Ta01097.jpg,quadrat_point,2260.971,3259.134
273,Ta01097.jpg,quadrat_point,602.35,3259.134
274,Ta01097.jpg,quadrat_point,529.936,2331.547
275,Ta01097.jpg,quadrat_point,581.66,1069.478
276,Ta01097.jpg,soil,429.936,286.72
277,Ta01097.jpg,soil,264.419,1407.409
278,Ta01097.jpg,soil,309.247,2659.134
279,Ta01097.jpg,soil,705.798,2683.272
280,Ta01097.jpg,soil,1450.626,2817.754
281,Ta01097.jpg,soil,3012.695,2855.685
282,Ta01097.jpg,soil,3188.557,2900.513
283,Ta01097.jpg,soil,2964.419,1883.272
284,Ta01097.jpg,soil,3371.315,1500.513
285,Ta01097.jpg,soil,3219.591,548.789
286,Ta01097.jpg,soil,2350.626,310.858
287,Ta01097.jpg,soil,1316.143,731.547
288,Ta01097.jpg,soil,881.66,993.616
289,Ta01097.jpg,soil,4288.557,269.478
290,Ta01097.jpg,soil,4381.66,1217.754
291,Ta01097.jpg,soil,4329.936,1931.547
292,Ta01097.jpg,soil,4812.695,1141.892
293,Ta01097.jpg,soil,4888.557,2486.72
294,Ta01097.jpg,soil,4357.522,2917.754
295,Ta02271_6_8_17.jpg,kura_clover_point,2878.144,1948.76
296,Ta02271_6_8_17.jpg,kura_clover_point,2642.144,2178.76
297,Ta02271_6_8_17.jpg,kura_clover_point,2654.144,2254.76
298,Ta02271_6_8_17.jpg,kura_clover_point,2774.144,2674.76
299,Ta02271_6_8_17.jpg,kura_clover_point,2769.144,2555.094
300,Ta02271_6_8_17.jpg,kura_clover_point,2606.478,2417.094
301,Ta02271_6_8_17.jpg,kura_clover_point,2855.144,2208.427
302,Ta02271_6_8_17.jpg,kura_clover_point,2727.811,2281.76
303,Ta02271_6_8_17.jpg,kura_clover_point,3000.478,1791.094
304,Ta02271_6_8_17.jpg,quadrat_point,1418.781,719.094
305,Ta02271_6_8_17.jpg,quadrat_point,2600.599,682.73
306,Ta02271_6_8_17.jpg,quadrat_point,4070.296,673.639
307,Ta02271_6_8_17.jpg,quadrat_point,4115.75,2216.063
308,Ta02271_6_8_17.jpg,quadrat_point,4103.629,3358.488
309,Ta02271_6_8_17.jpg,quadrat_point,2839.993,3358.488
310,Ta02271_6_8_17.jpg,quadrat_point,1515.75,3385.76
311,Ta02271_6_8_17.jpg,quadrat_point,1412.72,1946.366
312,Ta02271_6_8_17.jpg,soil,564.235,273.639
313,Ta02271_6_8_17.jpg,soil,618.781,1470.609
314,Ta02271_6_8_17.jpg,soil,767.266,1516.063
315,Ta02271_6_8_17.jpg,soil,397.569,2313.033
316,Ta02271_6_8_17.jpg,soil,909.69,3203.942
317,Ta02271_6_8_17.jpg,soil,2133.932,2800.912
318,Ta02271_6_8_17.jpg,soil,1752.114,1122.124
319,Ta02271_6_8_17.jpg,soil,2300.599,1367.579
320,Ta02271_6_8_17.jpg,soil,3306.66,1416.063
321,Ta02271_6_8_17.jpg,soil,3461.205,797.882
322,Ta02271_6_8_17.jpg,soil,3918.781,1213.033
323,Ta02271_6_8_17.jpg,soil,3961.205,1140.306
324,Ta02271_6_8_17.jpg,soil,4443.023,1088.791
325,Ta02271_6_8_17.jpg,soil,4712.72,2488.791
326,Ta02271_6_8_17.jpg,soil,5058.175,2725.154
327,Ta02271_6_8_17.jpg,soil,4858.175,988.791
328,Ta02271_6_8_17.jpg,soil,4912.72,506.973
329,Ta02271_6_8_17.jpg,soil,3676.356,152.427
330,Ta02271_6_8_17.jpg,soil,3067.266,167.579
331,Ta02271_6_8_17.jpg,soil,2243.023,161.518
332,Ta01915.jpg,quadrat_point,852.465,253.778
333,Ta01915.jpg,quadrat_point,2245.939,235.322
334,Ta01915.jpg,quadrat_point,2568.929,249.164
335,Ta01915.jpg,quadrat_point,3727.081,313.762
336,Ta01915.jpg,quadrat_point,3902.419,1937.944
337,Ta01915.jpg,quadrat_point,3911.648,3372.945
338,Ta01915.jpg,quadrat_point,2472.032,3340.646
339,Ta01915.jpg,quadrat_point,575.615,3183.765
340,Ta01915.jpg,quadrat_point,695.583,1541.127
341,Ta01915.jpg,soil,474.104,650.595
342,Ta01915.jpg,soil,326.451,2316.304
343,Ta01915.jpg,soil,977.047,2630.067
344,Ta01915.jpg,soil,778.638,2731.578
345,Ta01915.jpg,soil,1133.928,932.059
346,Ta01915.jpg,soil,2158.27,839.776
347,Ta01915.jpg,soil,2328.993,442.959
348,Ta01915.jpg,soil,3062.644,447.573
349,Ta01915.jpg,soil,3330.264,1199.68
350,Ta01915.jpg,soil,2315.151,2519.327
351,Ta01915.jpg,soil,3187.226,2879.231
352,Ta01915.jpg,soil,3611.728,2616.224
353,Ta01915.jpg,soil,3597.885,1642.638
354,Ta01915.jpg,soil,4206.953,1347.332
355,Ta01915.jpg,soil,4802.179,295.306
356,Ta01915.jpg,soil,4668.368,2062.526
357,Ta01915.jpg,soil,4451.503,3114.553
358,Ta02282.jpg,kura_clover_point,2010.142,792.092
359,Ta02282.jpg,kura_clover_point,3086.004,902.437
360,Ta02282.jpg,kura_clover_point,2810.142,1378.299
361,Ta02282.jpg,kura_clover_point,1751.521,1947.264
362,Ta02282.jpg,kura_clover_point,2458.418,2688.644
363,Ta02282.jpg,kura_clover_point,2617.038,2019.678
364,Ta02282.jpg,kura_clover_point,2637.728,1657.609
365,Ta02282.jpg,kura_clover_point,3168.763,1636.92
366,Ta02282.jpg,kura_clover_point,3096.349,1336.92
367,Ta02282.jpg,quadrat_point,967.291,176.782
368,Ta02282.jpg,quadrat_point,2625.958,134.115
369,Ta02282.jpg,quadrat_point,3932.625,192.782
370,Ta02282.jpg,quadrat_point,4007.291,1862.115
371,Ta02282.jpg,quadrat_point,3911.291,3243.448
372,Ta02282.jpg,quadrat_point,2567.291,3286.115
373,Ta02282.jpg,quadrat_point,2247.291,3275.448
374,Ta02282.jpg,quadrat_point,913.958,3222.115
375,Ta02282.jpg,quadrat_point,823.291,2086.115
376,Ta02282.jpg,soil,327.291,475.448
377,Ta02282.jpg,soil,455.291,2032.782
378,Ta02282.jpg,soil,460.625,3136.782
379,Ta02282.jpg,soil,1511.291,2630.115
380,Ta02282.jpg,soil,1201.958,1366.115
381,Ta02282.jpg,soil,1319.291,395.448
382,Ta02282.jpg,soil,2417.958,480.782
383,Ta02282.jpg,soil,3612.625,752.782
384,Ta02282.jpg,soil,3676.625,2080.782
385,Ta02282.jpg,soil,3356.625,2544.782
386,Ta02282.jpg,soil,2876.625,2955.448
387,Ta02282.jpg,soil,4343.291,3280.782
388,Ta02282.jpg,soil,3489.958,3387.448
389,Ta02282.jpg,soil,5068.625,2843.448
390,Ta02282.jpg,soil,4604.625,1088.782
391,Ta02282.jpg,soil,4780.625,304.782
392,Ta00148.jpg,kura_clover_point,1396.935,659.824
393,Ta00148.jpg,kura_clover_point,1909.105,1444.23
394,Ta00148.jpg,kura_clover_point,1415.391,2260.935
395,Ta00148.jpg,kura_clover_point,2259.781,2551.626
396,Ta00148.jpg,kura_clover_point,2555.087,1951.786
397,Ta00148.jpg,kura_clover_point,2472.032,1448.844
398,Ta00148.jpg,kura_clover_point,2776.566,1056.641
399,Ta00148.jpg,kura_clover_point,3251.824,1827.204
400,Ta00148.jpg,kura_clover_point,3404.091,2237.864
401,Ta00148.jpg,quadrat_point,829.394,299.92
402,Ta00148.jpg,quadrat_point,2107.514,239.936
403,Ta00148.jpg,quadrat_point,2467.418,239.936
404,Ta00148.jpg,quadrat_point,3584.043,258.393
405,Ta00148.jpg,quadrat_point,3713.239,1734.921
406,Ta00148.jpg,quadrat_point,3717.853,3036.112
407,Ta00148.jpg,quadrat_point,2264.395,3142.238
408,Ta00148.jpg,quadrat_point,806.323,3063.797
409,Ta00148.jpg,quadrat_point,755.568,1831.818
410,Ta00148.jpg,soil,437.191,189.18
411,Ta00148.jpg,soil,1572.272,96.897
412,Ta00148.jpg,soil,3468.689,78.441
413,Ta00148.jpg,soil,4585.314,281.463
414,Ta00148.jpg,soil,4756.037,1799.519
415,Ta00148.jpg,soil,4576.085,2962.286
416,Ta00148.jpg,soil,3334.879,2842.318
417,Ta00148.jpg,soil,2310.537,3285.276
418,Ta00148.jpg,soil,386.435,2865.389
419,Ta00148.jpg,soil,321.837,1831.818
420,Ta00148.jpg,soil,1013.96,2657.752
421,Ta00148.jpg,soil,926.291,1338.104
422,Ta00148.jpg,soil,921.677,701.351
423,Ta00148.jpg,soil,2873.463,466.029
424,Ta00148.jpg,soil,3325.65,802.862
425,Ta00148.jpg,soil,3293.351,1112.011
426,Ta00148.jpg,soil,1410.777,2934.601
427,Ta02238_6_8_17.jpg,kura_clover_point,2330.39,1710.614
428,Ta02238_6_8_17.jpg,kura_clover_point,2364.39,1890.614
429,Ta02238_6_8_17.jpg,kura_clover_point,2500.39,1878.614
430,Ta02238_6_8_17.jpg,kura_clover_point,2505.39,1712.614
431,Ta02238_6_8_17.jpg,kura_clover_point,2503.39,1670.614
432,Ta02238_6_8_17.jpg,kura_clover_point,2416.39,1659.614
433,Ta02238_6_8_17.jpg,quadrat_point,1271.26,673.661
434,Ta02238_6_8_17.jpg,quadrat_point,2681.605,594.351
435,Ta02238_6_8_17.jpg,quadrat_point,3981.605,559.868
436,Ta02238_6_8_17.jpg,quadrat_point,4050.571,1790.902
437,Ta02238_6_8_17.jpg,quadrat_point,4119.536,3208.144
438,Ta02238_6_8_17.jpg,quadrat_point,3354.019,3277.109
439,Ta02238_6_8_17.jpg,quadrat_point,2874.709,3284.006
440,Ta02238_6_8_17.jpg,quadrat_point,1416.088,3246.075
441,Ta02238_6_8_17.jpg,quadrat_point,1312.64,2132.282
442,Ta02238_6_8_17.jpg,soil,690.525,378.581
443,Ta02238_6_8_17.jpg,soil,2455.858,314.581
444,Ta02238_6_8_17.jpg,soil,3794.525,266.581
445,Ta02238_6_8_17.jpg,soil,5184.0,303.914
446,Ta02238_6_8_17.jpg,soil,4759.858,1898.581
447,Ta02238_6_8_17.jpg,soil,4114.525,559.914
448,Ta02238_6_8_17.jpg,soil,3074.525,1221.247
449,Ta02238_6_8_17.jpg,soil,1378.525,1343.914
450,Ta02238_6_8_17.jpg,soil,717.191,1786.581
451,Ta02238_6_8_17.jpg,soil,2103.858,2789.247
452,Ta02238_6_8_17.jpg,soil,1085.191,3167.914
453,Ta02238_6_8_17.jpg,soil,3922.525,3407.914
454,Ta02238_6_8_17.jpg,soil,3693.191,2613.247
455,Ta02238_6_8_17.jpg,soil,4807.858,2090.581
456,Ta00448.jpg,quadrat_point,956.947,53.625
457,Ta00448.jpg,quadrat_point,2199.614,58.959
458,Ta00448.jpg,quadrat_point,2668.947,21.625
459,Ta00448.jpg,quadrat_point,3852.947,48.292
460,Ta00448.jpg,quadrat_point,4007.614,1520.292
461,Ta00448.jpg,quadrat_point,4034.281,3066.959
462,Ta00448.jpg,quadrat_point,2738.281,3146.959
463,Ta00448.jpg,quadrat_point,775.614,3098.959
464,Ta00448.jpg,quadrat_point,780.947,1690.959
465,Ta00448.jpg,soil,476.947,384.292
466,Ta00448.jpg,soil,492.947,1989.625
467,Ta00448.jpg,soil,988.947,2261.625
468,Ta00448.jpg,soil,1698.281,874.959
469,Ta00448.jpg,soil,2962.281,549.625
470,Ta00448.jpg,soil,3479.614,1877.625
471,Ta00448.jpg,soil,2076.947,2693.625
472,Ta00448.jpg,soil,1026.281,2741.625
473,Ta00448.jpg,soil,2172.947,3365.625
474,Ta00448.jpg,soil,4556.947,3061.625
475,Ta00448.jpg,soil,4546.281,1189.625
476,Ta00448.jpg,soil,4572.947,272.292
477,Ta00881.jpg,kura_clover_point,2208.388,1013.93
478,Ta00881.jpg,kura_clover_point,2174.388,1343.93
479,Ta00881.jpg,kura_clover_point,2042.388,1347.93
480,Ta00881.jpg,kura_clover_point,2246.388,1625.93
481,Ta00881.jpg,kura_clover_point,2552.388,1935.93
482,Ta00881.jpg,kura_clover_point,2630.388,1765.93
483,Ta00881.jpg,kura_clover_point,2602.388,1535.93
484,Ta00881.jpg,kura_clover_point,2782.388,1255.93
485,Ta00881.jpg,kura_clover_point,2748.388,1099.93
486,Ta00881.jpg,kura_clover_point,2934.388,1597.93
487,Ta00881.jpg,kura_clover_point,2830.388,2021.93
488,Ta00881.jpg,quadrat_point,1451.486,68.47
489,Ta00881.jpg,quadrat_point,2519.486,72.47
490,Ta00881.jpg,quadrat_point,4415.486,88.47
491,Ta00881.jpg,quadrat_point,4403.486,1584.47
492,Ta00881.jpg,quadrat_point,4355.486,3000.47
493,Ta00881.jpg,quadrat_point,3075.486,3240.47
494,Ta00881.jpg,quadrat_point,2739.486,3252.47
495,Ta00881.jpg,quadrat_point,2583.486,3224.47
