,img_id,class,top,left,height,width
51,Ta02271_6_8_17.jpg,quadrat_corner,553.0,3879.0,312.0,324.0
52,Ta02271_6_8_17.jpg,quadrat_corner,3162.0,3903.0,294.0,309.0
53,Ta02271_6_8_17.jpg,quadrat_corner,3220.0,1312.0,236.0,334.0
54,Ta01915.jpg,kura_clover,1089.0,1725.0,1047.0,1545.0
55,Ta01915.jpg,quadrat,97.0,446.0,3359.0,3632.0
56,Ta01915.jpg,quadrat_corner,111.0,696.0,355.0,373.0
57,Ta01915.jpg,quadrat_corner,194.0,3584.0,323.0,392.0
58,Ta01915.jpg,quadrat_corner,3027.0,3672.0,429.0,420.0
59,Ta01915.jpg,quadrat_corner,2981.0,446.0,406.0,379.0
60,Ta02282.jpg,kura_clover,595.0,1318.0,2367.0,2188.0
61,Ta02282.jpg,quadrat,18.0,714.0,3415.0,3396.0
62,Ta02282.jpg,quadrat_corner,28.0,737.0,360.0,374.0
63,Ta02282.jpg,quadrat_corner,32.0,3699.0,379.0,406.0
64,Ta02282.jpg,quadrat_corner,2990.0,3741.0,369.0,360.0
65,Ta02282.jpg,quadrat_corner,3055.0,732.0,378.0,416.0
66,Ta00148.jpg,kura_clover,328.0,866.0,2607.0,2773.0
67,Ta00148.jpg,quadrat,134.0,649.0,3174.0,3226.0
68,Ta00148.jpg,quadrat_corner,175.0,700.0,323.0,337.0
69,Ta00148.jpg,quadrat_corner,129.0,3418.0,319.0,346.0
70,Ta00148.jpg,quadrat_corner,2893.0,3529.0,360.0,337.0
71,Ta00148.jpg,quadrat_corner,2948.0,636.0,365.0,364.0
72,Ta02238_6_8_17.jpg,kura_clover,1584.0,2207.0,454.0,508.0
73,Ta02238_6_8_17.jpg,quadrat,391.0,1118.0,3065.0,3120.0
74,Ta02238_6_8_17.jpg,quadrat_corner,571.0,1110.0,332.0,332.0
75,Ta02238_6_8_17.jpg,quadrat_corner,391.0,3754.0,328.0,364.0
76,Ta02238_6_8_17.jpg,quadrat_corner,3015.0,3906.0,348.0,336.0
77,Ta02238_6_8_17.jpg,quadrat_corner,3183.0,1310.0,273.0,352.0
78,Ta00448.jpg,quadrat,0.0,637.0,3254.0,3541.0
79,Ta00448.jpg,quadrat_corner,0.0,749.0,240.0,384.0
80,Ta00448.jpg,quadrat_corner,0.0,3672.0,251.0,384.0
81,Ta00448.jpg,quadrat_corner,2854.0,3778.0,400.0,384.0
82,Ta00448.jpg,quadrat_corner,2848.0,626.0,416.0,395.0
83,Ta00881.jpg,kura_clover,902.0,1884.0,1284.0,1118.0
84,Ta00881.jpg,quadrat,0.0,1070.0,3384.0,3496.0
85,Ta00881.jpg,quadrat_corner,0.0,1081.0,309.0,414.0
86,Ta00881.jpg,quadrat_corner,0.0,4186.0,294.0,370.0
87,Ta00881.jpg,quadrat_corner,2969.0,4159.0,369.0,388.0
88,Ta00881.jpg,quadrat_corner,2992.0,1144.0,367.0,388.0
89,Ta00108.jpg,kura_clover,739.0,1765.0,1116.0,1101.0
90,Ta00108.jpg,quadrat,0.0,240.0,3336.0,3494.0
91,Ta00108.jpg,quadrat_corner,23.0,326.0,334.0,362.0
92,Ta00108.jpg,quadrat_corner,0.0,3216.0,292.0,365.0
93,Ta00108.jpg,quadrat_corner,2859.0,3353.0,404.0,398.0
94,Ta00108.jpg,quadrat_corner,2943.0,241.0,396.0,380.0
95,Ta01207.jpg,kura_clover,148.0,1337.0,2053.0,2035.0
96,Ta01207.jpg,quadrat,46.0,414.0,3410.0,3618.0
97,Ta01207.jpg,quadrat_corner,78.0,483.0,342.0,383.0
98,Ta01207.jpg,quadrat_corner,42.0,3496.0,369.0,370.0
99,Ta01207.jpg,quadrat_corner,3055.0,3662.0,401.0,370.0
100,Ta01207.jpg,quadrat_corner,3138.0,419.0,318.0,410.0
101,Ta00085.jpg,kura_clover,5.0,1129.0,2819.0,1920.0
102,Ta00085.jpg,quadrat,0.0,308.0,3368.0,3558.0
103,Ta00085.jpg,quadrat_corner,0.0,460.0,323.0,379.0
104,Ta00085.jpg,quadrat_corner,28.0,3395.0,327.0,369.0
105,Ta00085.jpg,quadrat_corner,2967.0,3464.0,397.0,415.0
106,Ta00085.jpg,quadrat_corner,2939.0,299.0,420.0,401.0
107,Ta02355_6_8_17.jpg,kura_clover,1227.0,2098.0,1718.0,1272.0
108,Ta02355_6_8_17.jpg,quadrat,376.0,1249.0,2875.0,2902.0
109,Ta02355_6_8_17.jpg,quadrat_corner,369.0,1310.0,308.0,318.0
110,Ta02355_6_8_17.jpg,quadrat_corner,374.0,3841.0,303.0,316.0
111,Ta02355_6_8_17.jpg,quadrat_corner,2924.0,3830.0,326.0,312.0
112,Ta02355_6_8_17.jpg,quadrat_corner,2903.0,1260.0,314.0,319.0
113,Ta02143_6_8_17.jpg,kura_clover,908.0,2319.0,1430.0,1260.0
114,Ta02143_6_8_17.jpg,quadrat,0.0,1658.0,2896.0,2949.0
115,Ta02143_6_8_17.jpg,quadrat_corner,21.0,1653.0,315.0,320.0
116,Ta02143_6_8_17.jpg,quadrat_corner,0.0,4218.0,283.0,320.0
117,Ta02143_6_8_17.jpg,quadrat_corner,2512.0,4282.0,341.0,315.0
118,Ta02143_6_8_17.jpg,quadrat_corner,2576.0,1711.0,315.0,336.0
119,Ta00236.jpg,kura_clover,373.0,1674.0,1517.0,1410.0
120,Ta00236.jpg,quadrat,0.0,798.0,3390.0,3606.0
121,Ta00236.jpg,quadrat_corner,0.0,857.0,281.0,378.0
122,Ta00236.jpg,quadrat_corner,0.0,3865.0,243.0,384.0
123,Ta00236.jpg,quadrat_corner,2931.0,4009.0,400.0,384.0
124,Ta00236.jpg,quadrat_corner,2985.0,820.0,394.0,400.0
125,Ta00107.jpg,kura_clover,808.0,1825.0,1588.0,1742.0
126,Ta00107.jpg,quadrat,55.0,887.0,3360.0,3504.0
127,Ta00107.jpg,quadrat_corner,98.0,1031.0,341.0,374.0
128,Ta00107.jpg,quadrat_corner,71.0,3911.0,347.0,395.0
129,Ta00107.jpg,quadrat_corner,3010.0,4007.0,416.0,406.0
130,Ta00107.jpg,quadrat_corner,2983.0,877.0,405.0,389.0
131,Ta02217.jpg,kura_clover,887.0,3202.0,1507.0,1062.0
132,Ta02217.jpg,quadrat,0.0,871.0,3456.0,3845.0
133,Ta02217.jpg,quadrat_corner,28.0,1042.0,352.0,389.0
134,Ta02217.jpg,quadrat_corner,0.0,4151.0,316.0,389.0
135,Ta02217.jpg,quadrat_corner,3111.0,4295.0,345.0,421.0
136,Ta02217.jpg,quadrat_corner,3127.0,866.0,329.0,421.0
137,Ta00434.jpg,kura_clover,157.0,894.0,2427.0,2676.0
138,Ta00434.jpg,quadrat,23.0,746.0,3433.0,3692.0
139,Ta00434.jpg,quadrat_corner,74.0,829.0,360.0,383.0
140,Ta00434.jpg,quadrat_corner,46.0,3889.0,355.0,419.0
141,Ta00434.jpg,quadrat_corner,3151.0,4027.0,305.0,425.0
142,Ta00434.jpg,quadrat_corner,3184.0,751.0,272.0,406.0
143,Ta01989.jpg,kura_clover,427.0,1971.0,2805.0,2383.0
144,Ta01989.jpg,quadrat,80.0,962.0,3376.0,3446.0
145,Ta01989.jpg,quadrat_corner,85.0,939.0,382.0,398.0
146,Ta01989.jpg,quadrat_corner,67.0,3979.0,376.0,405.0
147,Ta01989.jpg,quadrat_corner,3079.0,4020.0,377.0,376.0
148,Ta01989.jpg,quadrat_corner,3145.0,1001.0,311.0,375.0
149,Ta00724.jpg,kura_clover,1007.0,2708.0,1020.0,986.0
150,Ta00724.jpg,quadrat,0.0,625.0,3430.0,3696.0
151,Ta00724.jpg,quadrat_corner,0.0,848.0,284.0,383.0
152,Ta00724.jpg,quadrat_corner,0.0,3865.0,319.0,397.0
153,Ta00724.jpg,quadrat_corner,2997.0,3903.0,421.0,406.0
154,Ta00724.jpg,quadrat_corner,2927.0,624.0,431.0,406.0
155,Ta02366_6_8_17.jpg,kura_clover,1560.0,2306.0,1181.0,580.0
156,Ta02366_6_8_17.jpg,quadrat,952.0,1140.0,2504.0,2610.0
157,Ta02366_6_8_17.jpg,quadrat_corner,980.0,1202.0,259.0,255.0
158,Ta02366_6_8_17.jpg,quadrat_corner,1018.0,3433.0,269.0,300.0
159,Ta02366_6_8_17.jpg,quadrat_corner,3283.0,3402.0,173.0,293.0
160,Ta02366_6_8_17.jpg,quadrat_corner,3249.0,1143.0,207.0,297.0
161,Ta01954.jpg,quadrat,129.0,511.0,3327.0,3391.0
162,Ta01954.jpg,quadrat_corner,125.0,506.0,383.0,388.0
163,Ta01954.jpg,quadrat_corner,148.0,3515.0,383.0,378.0
164,Ta01954.jpg,quadrat_corner,3110.0,3533.0,346.0,383.0
165,Ta01954.jpg,quadrat_corner,3170.0,525.0,286.0,401.0
166,Ta02340_6_8_17.jpg,kura_clover,1369.0,2471.0,721.0,882.0
167,Ta02340_6_8_17.jpg,quadrat,240.0,1309.0,2981.0,2982.0
168,Ta02340_6_8_17.jpg,quadrat_corner,246.0,1370.0,317.0,324.0
169,Ta02340_6_8_17.jpg,quadrat_corner,318.0,3984.0,324.0,324.0
170,Ta02340_6_8_17.jpg,quadrat_corner,2885.0,3878.0,345.0,331.0
171,Ta02340_6_8_17.jpg,quadrat_corner,2851.0,1326.0,314.0,324.0
172,Ta00772.jpg,kura_clover,786.0,1540.0,1804.0,928.0
173,Ta00772.jpg,quadrat,0.0,710.0,3456.0,3648.0
174,Ta00772.jpg,quadrat_corner,0.0,882.0,343.0,366.0
175,Ta00772.jpg,quadrat_corner,57.0,3841.0,348.0,351.0
176,Ta00772.jpg,quadrat_corner,3047.0,3939.0,406.0,385.0
177,Ta00772.jpg,quadrat_corner,3023.0,724.0,424.0,400.0
178,Ta00443.jpg,kura_clover,429.0,1518.0,1796.0,1696.0
179,Ta00443.jpg,quadrat,73.0,345.0,3383.0,3621.0
180,Ta00443.jpg,quadrat_corner,93.0,554.0,333.0,366.0
181,Ta00443.jpg,quadrat_corner,114.0,3469.0,333.0,385.0
182,Ta00443.jpg,quadrat_corner,3030.0,3572.0,403.0,403.0
183,Ta00443.jpg,quadrat_corner,3027.0,354.0,410.0,397.0
184,Ta00777.jpg,kura_clover,1062.0,1574.0,1819.0,1900.0
185,Ta00777.jpg,quadrat,0.0,1012.0,3456.0,3536.0
186,Ta00777.jpg,quadrat_corner,10.0,1035.0,369.0,369.0
187,Ta00777.jpg,quadrat_corner,0.0,4125.0,377.0,388.0
188,Ta00777.jpg,quadrat_corner,3046.0,4138.0,376.0,381.0
189,Ta00777.jpg,quadrat_corner,3092.0,1097.0,364.0,407.0
190,Ta01038.jpg,kura_clover,387.0,2131.0,1906.0,1972.0
191,Ta01038.jpg,quadrat,0.0,1106.0,3456.0,3632.0
192,Ta01038.jpg,quadrat_corner,0.0,1218.0,369.0,400.0
193,Ta01038.jpg,quadrat_corner,0.0,4248.0,305.0,389.0
194,Ta01038.jpg,quadrat_corner,3025.0,4333.0,431.0,416.0
195,Ta01038.jpg,quadrat_corner,3014.0,1122.0,416.0,395.0
196,Ta00200.jpg,kura_clover,2247.0,2196.0,643.0,807.0
197,Ta00200.jpg,quadrat,63.0,750.0,3393.0,3531.0
198,Ta00200.jpg,quadrat_corner,138.0,761.0,394.0,397.0
199,Ta00200.jpg,quadrat_corner,38.0,3837.0,403.0,400.0
200,Ta00200.jpg,quadrat_corner,3082.0,3902.0,374.0,394.0
201,Ta00200.jpg,quadrat_corner,3215.0,888.0,241.0,384.0
202,Ta01898.jpg,kura_clover,917.0,1844.0,1476.0,1518.0
203,Ta01898.jpg,quadrat,0.0,1321.0,3405.0,3627.0
204,Ta01898.jpg,quadrat_corner,0.0,1353.0,306.0,421.0
205,Ta01898.jpg,quadrat_corner,0.0,4548.0,306.0,410.0
206,Ta01898.jpg,quadrat_corner,3037.0,4446.0,384.0,411.0
207,Ta01898.jpg,quadrat_corner,3037.0,1380.0,400.0,426.0
208,Ta01601.jpg,kura_clover,535.0,1670.0,1998.0,1896.0
209,Ta01601.jpg,quadrat,65.0,889.0,3391.0,3858.0
210,Ta01601.jpg,quadrat_corner,65.0,982.0,355.0,396.0
211,Ta01601.jpg,quadrat_corner,60.0,4027.0,346.0,392.0
212,Ta01601.jpg,quadrat_corner,3041.0,4359.0,415.0,402.0
213,Ta01601.jpg,quadrat_corner,3115.0,894.0,341.0,438.0
214,Ta01935_6_8_17.jpg,kura_clover,1462.0,1970.0,822.0,516.0
215,Ta01935_6_8_17.jpg,quadrat,381.0,1072.0,3028.0,3032.0
216,Ta01935_6_8_17.jpg,quadrat_corner,489.0,1088.0,328.0,316.0
217,Ta01935_6_8_17.jpg,quadrat_corner,377.0,3668.0,324.0,344.0
218,Ta01935_6_8_17.jpg,quadrat_corner,2937.0,3776.0,348.0,336.0
219,Ta01935_6_8_17.jpg,quadrat_corner,3093.0,1232.0,320.0,332.0
220,Ta00908.jpg,kura_clover,517.0,2518.0,1472.0,1694.0
221,Ta00908.jpg,quadrat,69.0,1706.0,3387.0,3442.0
222,Ta00908.jpg,quadrat_corner,148.0,1697.0,350.0,369.0
223,Ta00908.jpg,quadrat_corner,65.0,4724.0,373.0,392.0
224,Ta00908.jpg,quadrat_corner,3096.0,4774.0,360.0,379.0
225,Ta00908.jpg,quadrat_corner,3128.0,1743.0,328.0,378.0
226,Ta01927_6_8_17.jpg,kura_clover,1215.0,1991.0,1371.0,1347.0
227,Ta01927_6_8_17.jpg,quadrat,492.0,1083.0,2964.0,3036.0
228,Ta01927_6_8_17.jpg,quadrat_corner,576.0,1103.0,340.0,324.0
229,Ta01927_6_8_17.jpg,quadrat_corner,488.0,3719.0,332.0,344.0
230,Ta01927_6_8_17.jpg,quadrat_corner,3112.0,3783.0,340.0,348.0
231,Ta01927_6_8_17.jpg,quadrat_corner,3172.0,1199.0,284.0,340.0
232,Ta02126_6_8_17.jpg,kura_clover,1187.0,2111.0,1065.0,940.0
233,Ta02126_6_8_17.jpg,quadrat,186.0,1058.0,2908.0,2932.0
234,Ta02126_6_8_17.jpg,quadrat_corner,194.0,1134.0,304.0,324.0
235,Ta02126_6_8_17.jpg,quadrat_corner,278.0,3670.0,312.0,316.0
236,Ta02126_6_8_17.jpg,quadrat_corner,2806.0,3570.0,316.0,312.0
237,Ta02126_6_8_17.jpg,quadrat_corner,2718.0,1058.0,324.0,332.0
238,Ta00866.jpg,quadrat,0.0,1137.0,3345.0,3488.0
239,Ta00866.jpg,quadrat_corner,0.0,1137.0,279.0,397.0
240,Ta00866.jpg,quadrat_corner,1.0,4233.0,239.0,351.0
241,Ta00866.jpg,quadrat_corner,2879.0,4236.0,390.0,390.0
242,Ta00866.jpg,quadrat_corner,2965.0,1222.0,379.0,400.0
243,Ta01205.jpg,kura_clover,309.0,1692.0,1892.0,1615.0
244,Ta01205.jpg,quadrat,5.0,945.0,3372.0,3751.0
245,Ta01205.jpg,quadrat_corner,0.0,1055.0,295.0,397.0
246,Ta01205.jpg,quadrat_corner,0.0,4087.0,254.0,388.0
247,Ta01205.jpg,quadrat_corner,2925.0,4281.0,439.0,434.0
248,Ta01205.jpg,quadrat_corner,2958.0,945.0,424.0,433.0
249,Ta01629.jpg,kura_clover,332.0,1535.0,2723.0,2787.0
250,Ta01629.jpg,quadrat,83.0,1106.0,3373.0,3692.0
251,Ta01629.jpg,quadrat_corner,88.0,1208.0,332.0,406.0
252,Ta01629.jpg,quadrat_corner,138.0,4198.0,337.0,392.0
253,Ta01629.jpg,quadrat_corner,3101.0,4410.0,355.0,415.0
254,Ta01629.jpg,quadrat_corner,3119.0,1106.0,337.0,420.0
255,Ta01175.jpg,kura_clover,850.0,1925.0,1404.0,1131.0
256,Ta01175.jpg,quadrat,36.0,954.0,3420.0,3467.0
257,Ta01175.jpg,quadrat_corner,29.0,954.0,397.0,397.0
258,Ta01175.jpg,quadrat_corner,49.0,4052.0,376.0,369.0
259,Ta01175.jpg,quadrat_corner,3090.0,4031.0,366.0,390.0
260,Ta01175.jpg,quadrat_corner,3131.0,1012.0,325.0,395.0
261,Ta00540.jpg,kura_clover,861.0,1141.0,1797.0,2359.0
262,Ta00540.jpg,quadrat,0.0,729.0,3456.0,3685.0
263,Ta00540.jpg,quadrat_corner,40.0,731.0,413.0,393.0
264,Ta00540.jpg,quadrat_corner,0.0,3891.0,236.0,376.0
265,Ta00540.jpg,quadrat_corner,2920.0,4038.0,388.0,382.0
266,Ta00540.jpg,quadrat_corner,3190.0,983.0,266.0,422.0
267,Ta01684.jpg,kura_clover,108.0,1513.0,2272.0,2455.0
268,Ta01684.jpg,quadrat,0.0,520.0,3445.0,3707.0
269,Ta01684.jpg,quadrat_corner,0.0,754.0,323.0,388.0
270,Ta01684.jpg,quadrat_corner,0.0,3742.0,326.0,406.0
271,Ta01684.jpg,quadrat_corner,2950.0,522.0,434.0,417.0
272,Ta02302.jpg,kura_clover,125.0,1185.0,2325.0,2404.0
273,Ta02302.jpg,quadrat,0.0,622.0,3267.0,3548.0
274,Ta02302.jpg,quadrat_corner,0.0,748.0,318.0,370.0
275,Ta02302.jpg,quadrat_corner,0.0,3639.0,282.0,382.0
276,Ta02302.jpg,quadrat_corner,2827.0,3786.0,410.0,397.0
277,Ta02302.jpg,quadrat_corner,2877.0,632.0,393.0,390.0
278,Ta01507.jpg,kura_clover,346.0,2046.0,1551.0,1358.0
279,Ta01507.jpg,quadrat,0.0,670.0,3264.0,3525.0
280,Ta01507.jpg,quadrat_corner,26.0,854.0,334.0,357.0
281,Ta01507.jpg,quadrat_corner,0.0,3710.0,254.0,379.0
282,Ta01507.jpg,quadrat_corner,2855.0,3779.0,410.0,410.0
283,Ta01507.jpg,quadrat_corner,2851.0,672.0,418.0,379.0
284,Ta01939.jpg,kura_clover,482.0,2400.0,2644.0,1810.0
285,Ta01939.jpg,quadrat,18.0,1075.0,3438.0,3542.0
286,Ta01939.jpg,quadrat_corner,106.0,1074.0,376.0,390.0
287,Ta01939.jpg,quadrat_corner,26.0,4160.0,371.0,402.0
288,Ta01939.jpg,quadrat_corner,3066.0,4216.0,386.0,394.0
289,Ta01939.jpg,quadrat_corner,3174.0,1193.0,282.0,384.0
290,Ta00402.jpg,kura_clover,978.0,1930.0,1779.0,1349.0
291,Ta00402.jpg,quadrat,0.0,1080.0,3456.0,3498.0
292,Ta00402.jpg,quadrat_corner,0.0,1089.0,387.0,383.0
293,Ta00402.jpg,quadrat_corner,0.0,4159.0,316.0,374.0
294,Ta00402.jpg,quadrat_corner,2979.0,4198.0,386.0,384.0
295,Ta00402.jpg,quadrat_corner,3083.0,1176.0,359.0,388.0
296,Ta00382.jpg,kura_clover,584.0,1770.0,1595.0,2017.0
297,Ta00382.jpg,quadrat,0.0,716.0,3422.0,3600.0
298,Ta00382.jpg,quadrat_corner,0.0,847.0,334.0,379.0
299,Ta00382.jpg,quadrat_corner,0.0,3822.0,332.0,388.0
300,Ta00382.jpg,quadrat_corner,2993.0,3902.0,400.0,414.0
301,Ta00382.jpg,quadrat_corner,2976.0,727.0,404.0,385.0
302,Ta01760.jpg,kura_clover,382.0,1572.0,2503.0,2390.0
303,Ta01760.jpg,quadrat,29.0,1217.0,3427.0,3494.0
304,Ta01760.jpg,quadrat_corner,24.0,1228.0,410.0,405.0
305,Ta01760.jpg,quadrat_corner,24.0,4316.0,400.0,421.0
306,Ta01760.jpg,quadrat_corner,3069.0,4284.0,373.0,427.0
307,Ta01760.jpg,quadrat_corner,3122.0,1281.0,334.0,395.0
308,Ta02046_6_8_17.jpg,kura_clover,1118.0,1866.0,1208.0,1460.0
309,Ta02046_6_8_17.jpg,quadrat,158.0,845.0,3082.0,3072.0
310,Ta02046_6_8_17.jpg,quadrat_corner,243.0,840.0,357.0,357.0
311,Ta02046_6_8_17.jpg,quadrat_corner,168.0,3506.0,326.0,352.0
312,Ta02046_6_8_17.jpg,quadrat_corner,2766.0,3581.0,331.0,341.0
313,Ta02046_6_8_17.jpg,quadrat_corner,2904.0,1000.0,315.0,368.0
314,Ta01980.jpg,kura_clover,424.0,1260.0,2049.0,2376.0
315,Ta01980.jpg,quadrat,0.0,501.0,3381.0,3587.0
316,Ta01980.jpg,quadrat_corner,0.0,604.0,353.0,375.0
317,Ta01980.jpg,quadrat_corner,0.0,3552.0,314.0,381.0
318,Ta01980.jpg,quadrat_corner,2948.0,3688.0,404.0,394.0
319,Ta01980.jpg,quadrat_corner,3006.0,494.0,378.0,388.0
320,Ta00428.jpg,kura_clover,267.0,985.0,2936.0,3230.0
321,Ta00428.jpg,quadrat,33.0,838.0,3423.0,3600.0
322,Ta00428.jpg,quadrat_corner,28.0,927.0,344.0,383.0
323,Ta00428.jpg,quadrat_corner,101.0,3923.0,342.0,381.0
324,Ta00428.jpg,quadrat_corner,3087.0,4055.0,369.0,373.0
325,Ta00428.jpg,quadrat_corner,3095.0,825.0,361.0,412.0
326,Ta02317.jpg,kura_clover,738.0,2117.0,2150.0,2002.0
327,Ta02317.jpg,quadrat,0.0,1143.0,3350.0,3553.0
328,Ta02317.jpg,quadrat_corner,0.0,1185.0,318.0,397.0
329,Ta02317.jpg,quadrat_corner,0.0,4147.0,281.0,392.0
330,Ta02317.jpg,quadrat_corner,2893.0,4308.0,415.0,393.0
331,Ta02317.jpg,quadrat_corner,2939.0,1139.0,415.0,406.0
332,Ta02132_6_8_17.jpg,kura_clover,1449.0,2091.0,496.0,550.0
333,Ta02132_6_8_17.jpg,quadrat,499.0,1137.0,2620.0,2636.0
334,Ta02132_6_8_17.jpg,quadrat_corner,499.0,1257.0,276.0,292.0
335,Ta02132_6_8_17.jpg,quadrat_corner,611.0,3473.0,296.0,296.0
336,Ta02132_6_8_17.jpg,quadrat_corner,2827.0,3357.0,296.0,292.0
337,Ta02132_6_8_17.jpg,quadrat_corner,2719.0,1141.0,300.0,300.0
338,Ta00923.jpg,kura_clover,150.0,1375.0,2248.0,2212.0
339,Ta00923.jpg,quadrat,0.0,483.0,3289.0,3547.0
340,Ta00923.jpg,quadrat_corner,0.0,643.0,281.0,373.0
341,Ta00923.jpg,quadrat_corner,0.0,3560.0,254.0,379.0
342,Ta00923.jpg,quadrat_corner,2878.0,3624.0,400.0,411.0
343,Ta00923.jpg,quadrat_corner,2867.0,504.0,400.0,384.0
344,Ta01916_6_8_17.jpg,kura_clover,116.0,1848.0,3008.0,2356.0
345,Ta01916_6_8_17.jpg,quadrat,220.0,1448.0,2968.0,2988.0
346,Ta01916_6_8_17.jpg,quadrat_corner,360.0,1440.0,320.0,332.0
347,Ta01916_6_8_17.jpg,quadrat_corner,224.0,3940.0,312.0,324.0
348,Ta01916_6_8_17.jpg,quadrat_corner,2728.0,4112.0,340.0,332.0
349,Ta01916_6_8_17.jpg,quadrat_corner,2872.0,1552.0,324.0,332.0
350,Ta02279_6_8_17.jpg,kura_clover,1591.0,2990.0,536.0,554.0
351,Ta02279_6_8_17.jpg,quadrat,306.0,1608.0,3000.0,3072.0
352,Ta02279_6_8_17.jpg,quadrat_corner,302.0,1632.0,356.0,336.0
353,Ta02279_6_8_17.jpg,quadrat_corner,346.0,4332.0,356.0,364.0
354,Ta02279_6_8_17.jpg,quadrat_corner,2978.0,4204.0,324.0,340.0
355,Ta02279_6_8_17.jpg,quadrat_corner,2918.0,1648.0,320.0,320.0
356,Ta01068.jpg,kura_clover,986.0,1384.0,1749.0,1497.0
357,Ta01068.jpg,quadrat,14.0,362.0,3442.0,3593.0
358,Ta01068.jpg,quadrat_corner,151.0,347.0,386.0,375.0
359,Ta01068.jpg,quadrat_corner,14.0,3411.0,355.0,392.0
360,Ta01068.jpg,quadrat_corner,3013.0,3595.0,392.0,360.0
361,Ta01068.jpg,quadrat_corner,3250.0,551.0,206.0,389.0
362,Ta00754.jpg,kura_clover,440.0,1473.0,2210.0,1979.0
363,Ta00754.jpg,quadrat,0.0,755.0,3389.0,3584.0
364,Ta00754.jpg,quadrat_corner,8.0,937.0,325.0,384.0
