accession,date,img_id,img_name,class,x1,y1,x2,y2
Ta01989,20170703,Ta01989_20170703,Ta01989_20170703.jpg,clover,1971,427,4354,3232
Ta01989,20170703,Ta01989_20170703,Ta01989_20170703.jpg,quadrat,962,80,4408,3456
Ta01989,20170703,Ta01989_20170703,Ta01989_20170703.jpg,quadrat_corner,939,85,1337,467
Ta01989,20170703,Ta01989_20170703,Ta01989_20170703.jpg,quadrat_corner,3979,67,4384,443
Ta01989,20170703,Ta01989_20170703,Ta01989_20170703.jpg,quadrat_corner,4020,3079,4396,3456
Ta01989,20170703,Ta01989_20170703,Ta01989_20170703.jpg,quadrat_corner,1001,3145,1376,3456
Ta00724,20170703,Ta00724_20170703,Ta00724_20170703.jpg,clover,2708,1007,3694,2027
Ta00724,20170703,Ta00724_20170703,Ta00724_20170703.jpg,quadrat,625,0,4321,3430
Ta00724,20170703,Ta00724_20170703,Ta00724_20170703.jpg,quadrat_corner,848,0,1231,284
Ta00724,20170703,Ta00724_20170703,Ta00724_20170703.jpg,quadrat_corner,3865,0,4262,319
Ta00724,20170703,Ta00724_20170703,Ta00724_20170703.jpg,quadrat_corner,3903,2997,4309,3418
Ta00724,20170703,Ta00724_20170703,Ta00724_20170703.jpg,quadrat_corner,624,2927,1030,3358
Ta02366,20170608,Ta02366_20170608,Ta02366_20170608.jpg,clover,2306,1560,2886,2741
Ta02366,20170608,Ta02366_20170608,Ta02366_20170608.jpg,quadrat,1140,952,3750,3456
Ta02366,20170608,Ta02366_20170608,Ta02366_20170608.jpg,quadrat_corner,1202,980,1457,1239
Ta02366,20170608,Ta02366_20170608,Ta02366_20170608.jpg,quadrat_corner,3433,1018,3733,1287
Ta02366,20170608,Ta02366_20170608,Ta02366_20170608.jpg,quadrat_corner,3402,3283,3695,3456
Ta02366,20170608,Ta02366_20170608,Ta02366_20170608.jpg,quadrat_corner,1143,3249,1440,3456
Ta01954,20170703,Ta01954_20170703,Ta01954_20170703.jpg,quadrat,511,129,3902,3456
Ta01954,20170703,Ta01954_20170703,Ta01954_20170703.jpg,quadrat_corner,506,125,894,508
Ta01954,20170703,Ta01954_20170703,Ta01954_20170703.jpg,quadrat_corner,3515,148,3893,531
Ta01954,20170703,Ta01954_20170703,Ta01954_20170703.jpg,quadrat_corner,3533,3110,3916,3456
Ta01954,20170703,Ta01954_20170703,Ta01954_20170703.jpg,quadrat_corner,525,3170,926,3456
Ta02340,20170608,Ta02340_20170608,Ta02340_20170608.jpg,clover,2471,1369,3353,2090
Ta02340,20170608,Ta02340_20170608,Ta02340_20170608.jpg,quadrat,1309,240,4291,3221
Ta02340,20170608,Ta02340_20170608,Ta02340_20170608.jpg,quadrat_corner,1370,246,1694,563
Ta02340,20170608,Ta02340_20170608,Ta02340_20170608.jpg,quadrat_corner,3984,318,4308,642
Ta02340,20170608,Ta02340_20170608,Ta02340_20170608.jpg,quadrat_corner,3878,2885,4209,3230
Ta02340,20170608,Ta02340_20170608,Ta02340_20170608.jpg,quadrat_corner,1326,2851,1650,3165
Ta00772,20170703,Ta00772_20170703,Ta00772_20170703.jpg,clover,1540,786,2468,2590
Ta00772,20170703,Ta00772_20170703,Ta00772_20170703.jpg,quadrat,710,0,4358,3456
Ta00772,20170703,Ta00772_20170703,Ta00772_20170703.jpg,quadrat_corner,882,0,1248,343
Ta00772,20170703,Ta00772_20170703,Ta00772_20170703.jpg,quadrat_corner,3841,57,4192,405
Ta00772,20170703,Ta00772_20170703,Ta00772_20170703.jpg,quadrat_corner,3939,3047,4324,3453
Ta00772,20170703,Ta00772_20170703,Ta00772_20170703.jpg,quadrat_corner,724,3023,1124,3447
Ta00443,20170703,Ta00443_20170703,Ta00443_20170703.jpg,clover,1518,429,3214,2225
Ta00443,20170703,Ta00443_20170703,Ta00443_20170703.jpg,quadrat,345,73,3966,3456
Ta00443,20170703,Ta00443_20170703,Ta00443_20170703.jpg,quadrat_corner,554,93,920,426
Ta00443,20170703,Ta00443_20170703,Ta00443_20170703.jpg,quadrat_corner,3469,114,3854,447
Ta00443,20170703,Ta00443_20170703,Ta00443_20170703.jpg,quadrat_corner,3572,3030,3975,3433
Ta00443,20170703,Ta00443_20170703,Ta00443_20170703.jpg,quadrat_corner,354,3027,751,3437
Ta00777,20170703,Ta00777_20170703,Ta00777_20170703.jpg,clover,1574,1062,3474,2881
Ta00777,20170703,Ta00777_20170703,Ta00777_20170703.jpg,quadrat,1012,0,4548,3456
Ta00777,20170703,Ta00777_20170703,Ta00777_20170703.jpg,quadrat_corner,1035,10,1404,379
Ta00777,20170703,Ta00777_20170703,Ta00777_20170703.jpg,quadrat_corner,4125,0,4513,377
Ta00777,20170703,Ta00777_20170703,Ta00777_20170703.jpg,quadrat_corner,4138,3046,4519,3422
Ta00777,20170703,Ta00777_20170703,Ta00777_20170703.jpg,quadrat_corner,1097,3092,1504,3456
Ta01038,20170703,Ta01038_20170703,Ta01038_20170703.jpg,clover,2131,387,4103,2293
Ta01038,20170703,Ta01038_20170703,Ta01038_20170703.jpg,quadrat,1106,0,4738,3456
Ta01038,20170703,Ta01038_20170703,Ta01038_20170703.jpg,quadrat_corner,1218,0,1618,369
Ta01038,20170703,Ta01038_20170703,Ta01038_20170703.jpg,quadrat_corner,4248,0,4637,305
Ta01038,20170703,Ta01038_20170703,Ta01038_20170703.jpg,quadrat_corner,4333,3025,4749,3456
Ta01038,20170703,Ta01038_20170703,Ta01038_20170703.jpg,quadrat_corner,1122,3014,1517,3430
Ta00200,20170703,Ta00200_20170703,Ta00200_20170703.jpg,clover,2196,2247,3003,2890
Ta00200,20170703,Ta00200_20170703,Ta00200_20170703.jpg,quadrat,750,63,4281,3456
Ta00200,20170703,Ta00200_20170703,Ta00200_20170703.jpg,quadrat_corner,761,138,1158,532
Ta00200,20170703,Ta00200_20170703,Ta00200_20170703.jpg,quadrat_corner,3837,38,4237,441
Ta00200,20170703,Ta00200_20170703,Ta00200_20170703.jpg,quadrat_corner,3902,3082,4296,3456
Ta00200,20170703,Ta00200_20170703,Ta00200_20170703.jpg,quadrat_corner,888,3215,1272,3456
Ta01898,20170703,Ta01898_20170703,Ta01898_20170703.jpg,clover,1844,917,3362,2393
Ta01898,20170703,Ta01898_20170703,Ta01898_20170703.jpg,quadrat,1321,0,4948,3405
Ta01898,20170703,Ta01898_20170703,Ta01898_20170703.jpg,quadrat_corner,1353,0,1774,306
Ta01898,20170703,Ta01898_20170703,Ta01898_20170703.jpg,quadrat_corner,4548,0,4958,306
Ta01898,20170703,Ta01898_20170703,Ta01898_20170703.jpg,quadrat_corner,4446,3037,4857,3421
Ta01898,20170703,Ta01898_20170703,Ta01898_20170703.jpg,quadrat_corner,1380,3037,1806,3437
Ta01601,20170703,Ta01601_20170703,Ta01601_20170703.jpg,clover,1670,535,3566,2533
Ta01601,20170703,Ta01601_20170703,Ta01601_20170703.jpg,quadrat,889,65,4747,3456
Ta01601,20170703,Ta01601_20170703,Ta01601_20170703.jpg,quadrat_corner,982,65,1378,420
Ta01601,20170703,Ta01601_20170703,Ta01601_20170703.jpg,quadrat_corner,4027,60,4419,406
Ta01601,20170703,Ta01601_20170703,Ta01601_20170703.jpg,quadrat_corner,4359,3041,4761,3456
Ta01601,20170703,Ta01601_20170703,Ta01601_20170703.jpg,quadrat_corner,894,3115,1332,3456
Ta01935,20170608,Ta01935_20170608,Ta01935_20170608.jpg,clover,1970,1462,2486,2284
Ta01935,20170608,Ta01935_20170608,Ta01935_20170608.jpg,quadrat,1072,381,4104,3409
Ta01935,20170608,Ta01935_20170608,Ta01935_20170608.jpg,quadrat_corner,1088,489,1404,817
Ta01935,20170608,Ta01935_20170608,Ta01935_20170608.jpg,quadrat_corner,3668,377,4012,701
Ta01935,20170608,Ta01935_20170608,Ta01935_20170608.jpg,quadrat_corner,3776,2937,4112,3285
Ta01935,20170608,Ta01935_20170608,Ta01935_20170608.jpg,quadrat_corner,1232,3093,1564,3413
Ta00908,20170703,Ta00908_20170703,Ta00908_20170703.jpg,clover,2518,517,4212,1989
Ta00908,20170703,Ta00908_20170703,Ta00908_20170703.jpg,quadrat,1706,69,5148,3456
Ta00908,20170703,Ta00908_20170703,Ta00908_20170703.jpg,quadrat_corner,1697,148,2066,498
Ta00908,20170703,Ta00908_20170703,Ta00908_20170703.jpg,quadrat_corner,4724,65,5116,438
Ta00908,20170703,Ta00908_20170703,Ta00908_20170703.jpg,quadrat_corner,4774,3096,5153,3456
Ta00908,20170703,Ta00908_20170703,Ta00908_20170703.jpg,quadrat_corner,1743,3128,2121,3456
Ta01927,20170608,Ta01927_20170608,Ta01927_20170608.jpg,clover,1991,1215,3338,2586
Ta01927,20170608,Ta01927_20170608,Ta01927_20170608.jpg,quadrat,1083,492,4119,3456
Ta01927,20170608,Ta01927_20170608,Ta01927_20170608.jpg,quadrat_corner,1103,576,1427,916
Ta01927,20170608,Ta01927_20170608,Ta01927_20170608.jpg,quadrat_corner,3719,488,4063,820
Ta01927,20170608,Ta01927_20170608,Ta01927_20170608.jpg,quadrat_corner,3783,3112,4131,3452
Ta01927,20170608,Ta01927_20170608,Ta01927_20170608.jpg,quadrat_corner,1199,3172,1539,3456
Ta02126,20170608,Ta02126_20170608,Ta02126_20170608.jpg,clover,2111,1187,3051,2252
Ta02126,20170608,Ta02126_20170608,Ta02126_20170608.jpg,quadrat,1058,186,3990,3094
Ta02126,20170608,Ta02126_20170608,Ta02126_20170608.jpg,quadrat_corner,1134,194,1458,498
Ta02126,20170608,Ta02126_20170608,Ta02126_20170608.jpg,quadrat_corner,3670,278,3986,590
Ta02126,20170608,Ta02126_20170608,Ta02126_20170608.jpg,quadrat_corner,3570,2806,3882,3122
Ta02126,20170608,Ta02126_20170608,Ta02126_20170608.jpg,quadrat_corner,1058,2718,1390,3042
Ta00866,20170703,Ta00866_20170703,Ta00866_20170703.jpg,clover,2396,1625,2629,1860
Ta00866,20170703,Ta00866_20170703,Ta00866_20170703.jpg,quadrat_corner,1146,0,1520,277
Ta00866,20170703,Ta00866_20170703,Ta00866_20170703.jpg,quadrat_corner,4209,0,4583,229
Ta00866,20170703,Ta00866_20170703,Ta00866_20170703.jpg,quadrat_corner,4246,2899,4605,3259
Ta00866,20170703,Ta00866_20170703,Ta00866_20170703.jpg,quadrat_corner,1230,2972,1611,3325
Ta00866,20170703,Ta00866_20170703,Ta00866_20170703.jpg,quadrat,1146,0,4600,3340
Ta01205,20170703,Ta01205_20170703,Ta01205_20170703.jpg,clover,1692,309,3307,2201
Ta01205,20170703,Ta01205_20170703,Ta01205_20170703.jpg,quadrat,945,5,4696,3377
Ta01205,20170703,Ta01205_20170703,Ta01205_20170703.jpg,quadrat_corner,1055,0,1452,295
Ta01205,20170703,Ta01205_20170703,Ta01205_20170703.jpg,quadrat_corner,4087,0,4475,254
Ta01205,20170703,Ta01205_20170703,Ta01205_20170703.jpg,quadrat_corner,4281,2925,4715,3364
Ta01205,20170703,Ta01205_20170703,Ta01205_20170703.jpg,quadrat_corner,945,2958,1378,3382
Ta01629,20170703,Ta01629_20170703,Ta01629_20170703.jpg,clover,1535,332,4322,3055
Ta01629,20170703,Ta01629_20170703,Ta01629_20170703.jpg,quadrat,1106,83,4798,3456
Ta01629,20170703,Ta01629_20170703,Ta01629_20170703.jpg,quadrat_corner,1208,88,1614,420
Ta01629,20170703,Ta01629_20170703,Ta01629_20170703.jpg,quadrat_corner,4198,138,4590,475
Ta01629,20170703,Ta01629_20170703,Ta01629_20170703.jpg,quadrat_corner,4410,3101,4825,3456
Ta01629,20170703,Ta01629_20170703,Ta01629_20170703.jpg,quadrat_corner,1106,3119,1526,3456
Ta01175,20170703,Ta01175_20170703,Ta01175_20170703.jpg,clover,1925,850,3056,2254
Ta01175,20170703,Ta01175_20170703,Ta01175_20170703.jpg,quadrat,954,36,4421,3456
Ta01175,20170703,Ta01175_20170703,Ta01175_20170703.jpg,quadrat_corner,954,29,1351,426
Ta01175,20170703,Ta01175_20170703,Ta01175_20170703.jpg,quadrat_corner,4052,49,4421,425
Ta01175,20170703,Ta01175_20170703,Ta01175_20170703.jpg,quadrat_corner,4031,3090,4421,3456
Ta01175,20170703,Ta01175_20170703,Ta01175_20170703.jpg,quadrat_corner,1012,3131,1407,3456
Ta00540,20170703,Ta00540_20170703,Ta00540_20170703.jpg,clover,1141,861,3500,2658
Ta00540,20170703,Ta00540_20170703,Ta00540_20170703.jpg,quadrat,729,0,4414,3456
Ta00540,20170703,Ta00540_20170703,Ta00540_20170703.jpg,quadrat_corner,731,40,1124,453
Ta00540,20170703,Ta00540_20170703,Ta00540_20170703.jpg,quadrat_corner,3891,0,4267,236
Ta00540,20170703,Ta00540_20170703,Ta00540_20170703.jpg,quadrat_corner,4038,2920,4420,3308
Ta00540,20170703,Ta00540_20170703,Ta00540_20170703.jpg,quadrat_corner,983,3190,1405,3456
Ta01684,20170703,Ta01684_20170703,Ta01684_20170703.jpg,quadrat_corner,750,0,1133,317
Ta01684,20170703,Ta01684_20170703,Ta01684_20170703.jpg,quadrat_corner,3755,0,4136,328
Ta01684,20170703,Ta01684_20170703,Ta01684_20170703.jpg,quadrat_corner,3805,3025,4204,3424
