accession,date,img_id,img_name,class,x,y
Ta00048,20170608,Ta00048_20170608,Ta00048_20170608.jpg,clover,2185.871,2209.07
Ta00048,20170608,Ta00048_20170608,Ta00048_20170608.jpg,clover,2281.871,2059.737
Ta00048,20170608,Ta00048_20170608,Ta00048_20170608.jpg,clover,3229.871,2267.737
Ta00048,20170608,Ta00048_20170608,Ta00048_20170608.jpg,clover,3143.205,2230.404
Ta00048,20170608,Ta00048_20170608,Ta00048_20170608.jpg,clover,2965.825,322.92
Ta00048,20170608,Ta00048_20170608,Ta00048_20170608.jpg,clover,2311.28,241.102
Ta00048,20170608,Ta00048_20170608,Ta00048_20170608.jpg,clover,2511.28,859.284
Ta00048,20170608,Ta00048_20170608,Ta00048_20170608.jpg,clover,2659.765,968.375
Ta00048,20170608,Ta00048_20170608,Ta00048_20170608.jpg,clover,2190.068,1025.95
Ta00048,20170608,Ta00048_20170608,Ta00048_20170608.jpg,clover,2835.522,1489.587
Ta00048,20170608,Ta00048_20170608,Ta00048_20170608.jpg,clover,2917.341,1259.284
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,clover,1788.703,2236.506
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,clover,2503.855,2175.9
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,clover,2564.461,1766.809
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,clover,2534.158,1494.082
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,clover,2846.279,1188.021
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,clover,2655.37,984.991
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,clover,2328.097,1024.385
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,clover,3003.855,2063.779
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,clover,2791.734,2206.203
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,clover,1597.794,2454.688
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,quadrat,1304.921,349.409
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,quadrat,2511.128,318.466
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,quadrat,2707.679,363.294
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,quadrat,2883.541,349.501
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,quadrat,4004.231,404.673
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,quadrat,4131.817,1790.88
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,quadrat,4155.955,3004.673
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,quadrat,4166.3,3339.156
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,quadrat,2569.748,3332.26
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,quadrat,1018.024,3142.604
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,quadrat,1131.817,1521.915
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,766.3,315.018
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,1986.99,187.432
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,3473.197,170.191
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,4583.541,308.122
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,4873.197,1594.328
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,4849.059,2821.915
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,3597.334,2701.225
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,3321.472,1163.294
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,2207.679,663.294
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,1300.783,804.673
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,1200.783,2515.018
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,2190.438,2873.639
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,452.507,2480.535
Ta01349,20170608,Ta01349_20170608,Ta01349_20170608.jpg,soil,514.576,3118.466
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,clover,2819.656,2092.537
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,clover,2543.656,2190.537
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,clover,2595.656,2354.537
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,clover,2597.656,2592.537
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,clover,2661.656,2926.537
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,clover,2873.656,2654.537
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,clover,2971.656,2428.537
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,quadrat,1134.273,267.709
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,quadrat,2563.698,189.686
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,quadrat,4132.663,124.169
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,quadrat,4363.698,1362.1
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,quadrat,4408.525,2682.79
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,quadrat,4363.698,3213.824
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,quadrat,3115.422,3296.583
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,quadrat,2615.422,3300.031
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,quadrat,1722.319,3393.135
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,quadrat,1298.181,3341.411
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,quadrat,1146.456,1686.238
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,548.801,464.445
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,396.801,1728.445
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,540.801,2968.445
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,1812.801,1680.445
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,1540.801,544.445
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,2636.801,384.445
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,3596.801,1144.445
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,2236.801,1512.445
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,4116.801,1976.445
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,3724.801,2840.445
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,4860.801,2384.445
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,4820.801,920.445
Ta01881,20170608,Ta01881_20170608,Ta01881_20170608.jpg,soil,4756.801,1368.445
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,clover,2110.888,659.712
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,clover,1964.888,1105.712
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,clover,2012.888,1565.712
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,clover,2374.888,1605.712
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,clover,2600.888,1233.712
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,clover,2662.888,1025.712
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,clover,2898.888,875.712
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,clover,3068.888,1071.712
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,clover,2588.888,707.712
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,quadrat,696.8,161.04
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,quadrat,1996.8,143.798
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,quadrat,2214.042,154.143
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,quadrat,3376.111,223.109
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,quadrat,3517.49,1636.902
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,quadrat,3534.731,2809.316
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,quadrat,3496.8,3105.867
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,quadrat,1876.111,3126.557
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,quadrat,507.145,3061.04
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,quadrat,483.007,1695.522
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,293.352,157.591
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,314.042,785.178
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,227.835,1892.074
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,714.042,1819.66
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,641.628,2333.453
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,1138.179,2536.902
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,1541.628,2278.281
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,1283.007,343.798
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,3027.835,485.178
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,3303.697,1461.04
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,2534.731,2164.488
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,3134.731,2892.074
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,4024.386,1767.936
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,4424.386,2761.04
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,4638.179,636.902
Ta00235,20170608,Ta00235_20170608,Ta00235_20170608.jpg,soil,4765.766,198.971
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,clover,1603.466,1265.447
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,clover,1547.774,841.568
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,clover,1829.329,228.956
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,clover,2525.479,519.792
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,clover,2284.147,999.363
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,clover,2364.591,1420.147
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,clover,1838.611,1649.103
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,clover,1789.107,2753.662
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,clover,1687.004,2852.67
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,clover,2726.589,2722.722
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,quadrat,1003.23,46.41
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,quadrat,2376.967,27.846
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,quadrat,4183.864,64.974
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,quadrat,4137.454,1240.695
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,quadrat,4128.172,3053.78
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,quadrat,2776.093,3171.352
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,quadrat,2544.043,3162.07
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,quadrat,1795.295,3180.634
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,quadrat,1055.828,3149.694
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,quadrat,922.786,1732.641
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,628.856,513.604
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,656.702,1506.779
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,455.592,2496.859
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,1290.972,1995.631
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,1139.366,878.697
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,1250.75,634.27
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,2457.411,247.52
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,2955.545,117.572
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,3320.637,640.458
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,2506.915,928.201
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,2974.109,1203.567
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,2206.797,2014.195
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,1609.654,2493.765
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,2417.189,2682.5
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,3298.979,2295.749
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,3710.482,2806.26
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,4725.314,1766.675
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,4781.006,764.218
Ta01982,20170608,Ta01982_20170608,Ta01982_20170608.jpg,soil,5065.654,1482.027
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,clover,1841.705,903.449
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,clover,1987.123,1509.873
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,clover,2277.959,1683.137
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,clover,2695.649,2308.125
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,clover,3020.519,1469.651
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,clover,3110.245,1262.353
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,clover,3172.125,918.919
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,clover,2627.581,689.962
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,quadrat,854.718,173.264
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,quadrat,2352.215,80.444
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,quadrat,3642.414,71.162
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,quadrat,4069.386,99.008
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,quadrat,4152.924,2267.903
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,quadrat,4208.616,3257.984
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,quadrat,2185.139,3279.642
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,quadrat,771.18,3217.762
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,quadrat,860.906,1540.813
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,597.916,643.552
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,353.49,1680.043
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,474.156,2960.96
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,922.786,2697.97
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,1071.298,1680.043
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,1216.716,1494.403
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,1454.954,343.434
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,3286.603,324.87
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,3503.184,764.218
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,3645.508,2066.793
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,3020.519,2051.323
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,2841.067,2066.793
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,3159.749,2871.234
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,4474.7,1441.805
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,4827.416,315.588
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,4821.228,2233.869
Ta00112,20170608,Ta00112_20170608,Ta00112_20170608.jpg,soil,4923.33,3053.78
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,clover,2411.559,1010.898
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,clover,2071.559,1341.565
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,clover,1575.559,2141.565
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,clover,1871.559,2056.231
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,clover,2056.893,1757.565
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,clover,2555.559,1789.565
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,clover,2738.226,2120.231
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,clover,2332.893,1617.565
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,quadrat,1363.5,430.765
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,quadrat,2732.466,475.592
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,quadrat,3973.845,513.523
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,quadrat,4029.018,1561.799
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,quadrat,3956.604,3130.765
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,quadrat,2697.983,3120.42
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,quadrat,1373.845,3120.42
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,quadrat,1277.294,1741.109
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,877.294,365.247
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,642.811,1499.73
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,756.604,2299.73
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,822.121,3116.971
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,2153.156,3372.144
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,3835.914,3372.144
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,4866.949,3182.489
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,4542.811,1716.971
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,4791.087,982.489
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,4725.569,506.627
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,2529.018,130.765
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,1756.604,754.902
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,2084.19,816.971
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,3325.569,682.489
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,3629.018,985.937
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,3287.638,2616.971
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,2708.328,2582.489
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,2246.259,2730.765
Ta02081,20170703,Ta02081_20170703,Ta02081_20170703.jpg,soil,1666.949,1489.385
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,clover,650.468,1950.929
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,clover,1450.468,1403.941
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,clover,1170.95,1469.002
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,clover,2031.191,1396.713
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,clover,2513.119,1596.713
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,clover,2766.131,1461.773
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,clover,2554.083,1208.761
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,clover,2245.649,1081.05
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,clover,2833.601,1666.592
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,clover,3409.505,478.64
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,clover,3349.826,489.419
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,quadrat,719.591,134.996
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,quadrat,2085.109,48.789
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,quadrat,2229.936,59.134
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,quadrat,3471.315,59.134
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,quadrat,3809.247,1100.513
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,quadrat,3885.109,3193.616
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,quadrat,2260.971,3259.134
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,quadrat,602.35,3259.134
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,quadrat,529.936,2331.547
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,quadrat,581.66,1069.478
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,429.936,286.72
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,264.419,1407.409
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,309.247,2659.134
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,705.798,2683.272
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,1450.626,2817.754
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,3012.695,2855.685
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,3188.557,2900.513
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,2964.419,1883.272
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,3371.315,1500.513
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,3219.591,548.789
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,2350.626,310.858
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,1316.143,731.547
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,881.66,993.616
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,4288.557,269.478
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,4381.66,1217.754
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,4329.936,1931.547
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,4812.695,1141.892
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,4888.557,2486.72
Ta01097,20170608,Ta01097_20170608,Ta01097_20170608.jpg,soil,4357.522,2917.754
Ta02271,20170703,Ta02271_20170703,Ta02271_20170703.jpg,clover,2878.144,1948.76
