img_id,split
Ta00782_20170703,train
Ta00723_20170703,train
Ta00447_20170703,train
Ta02079_20170608,train
Ta00148_20170703,train
Ta02352_20170608,train
Ta02140_20170703,train
Ta01648_20170703,train
Ta01575_20170703,train
Ta01197_20170703,train
Ta01843_20170703,train
Ta00881_20170703,train
Ta02325_20170608,train
Ta00739_20170703,train
Ta01963_20170703,train
Ta01520_20170703,train
Ta01474_20170703,train
Ta00247_20170703,train
Ta02335_20170703,train
Ta00389_20170703,train
Ta01483_20170703,train
Ta01928_20170703,train
Ta00239_20170703,train
Ta01957_20170608,train
Ta00052_20170703,train
Ta02126_20170703,train
Ta01477_20170703,train
Ta00047_20170703,train
Ta01176_20170703,train
Ta00102_20170703,train
Ta00263_20170703,train
Ta00374_20170703,train
Ta01948_20170703,train
Ta00074_20170703,train
Ta01993_20170703,train
Ta00065_20170703,train
Ta01946_20170703,train
Ta01394_20170703,train
Ta01120_20170703,train
Ta00258_20170703,train
Ta01535_20170703,train
Ta00018_20170703,train
Ta01825_20170703,train
Ta02283_20170608,train
Ta02072_20170703,train
Ta01433_20170703,train
Ta02090_20170703,train
Ta00029_20170703,train
Ta00082_20170703,train
Ta02140_20170608,train
Ta01470_20170703,train
Ta00265_20170703,train
Ta01792_20170703,train
Ta00665_20170703,train
Ta00702_20170703,train
Ta01512_20170703,train
Ta02274_20170608,train
Ta01314_20170703,train
Ta01915_20170608,train
Ta01959_20170608,train
Ta00067_20170703,train
Ta01885_20170703,train
Ta02171_20170703,train
Ta00312_20170703,train
Ta01942_20170608,train
Ta01737_20170703,train
Ta02013_20170703,train
Ta02178_20170608,train
Ta00882_20170703,train
Ta01646_20170703,train
Ta01855_20170703,train
Ta00321_20170703,train
Ta01822_20170703,train
Ta01931_20170703,train
Ta00834_20170703,train
Ta01956_20170608,train
Ta00150_20170703,train
Ta00508_20170703,train
Ta00123_20170703,train
Ta01443_20170703,train
Ta01379_20170703,train
Ta00757_20170703,train
Ta01260_20170703,train
Ta00532_20170703,train
Ta01178_20170703,train
Ta02165_20170608,train
Ta00560_20170703,train
Ta02238_20170608,train
Ta02224_20170608,train
Ta02362_20170703,train
Ta02065_20170608,train
Ta01935_20170703,train
Ta01750_20170703,train
Ta00502_20170703,train
Ta01991_20170703,train
Ta02317_20170608,train
Ta01528_20170703,train
Ta00135_20170703,train
Ta02214_20170703,train
Ta01577_20170703,train
Ta01509_20170703,train
Ta00727_20170703,train
Ta01780_20170703,train
Ta02034_20170703,train
Ta01450_20170703,train
Ta00770_20170703,train
Ta00159_20170703,train
Ta01886_20170703,train
Ta00912_20170703,train
Ta00900_20170703,train
Ta02156_20170608,train
Ta01634_20170703,train
Ta00593_20170703,train
Ta01919_20170608,train
Ta01995_20170703,train
Ta02223_20170608,train
Ta01537_20170703,train
Ta01807_20170703,train
Ta00749_20170703,train
Ta01915_20170703,train
Ta02204_20170608,train
Ta02345_20170703,train
Ta01693_20170703,train
Ta02145_20170608,train
Ta02177_20170703,train
Ta00810_20170703,train
Ta00802_20170703,train
Ta01793_20170703,train
Ta00197_20170703,train
Ta02218_20170703,train
Ta01945_20170703,train
Ta02184_20170608,train
Ta01954_20170608,train
Ta01794_20170703,train
Ta01655_20170703,train
Ta00449_20170703,train
Ta01373_20170703,train
Ta01881_20170703,train
Ta00809_20170703,train
Ta01190_20170703,train
Ta01708_20170703,train
Ta01211_20170703,train
Ta00259_20170703,train
Ta01043_20170703,train
Ta02350_20170703,train
Ta00773_20170703,train
Ta01563_20170703,train
Ta01493_20170703,train
Ta02143_20170608,train
Ta00168_20170703,train
Ta00162_20170703,train
Ta02069_20170608,train
Ta00953_20170703,train
Ta02044_20170608,train
Ta02353_20170703,train
Ta00920_20170703,train
Ta02267_20170608,train
Ta02218_20170608,train
Ta00492_20170703,train
Ta01579_20170703,train
Ta01624_20170703,train
Ta01347_20170703,train
Ta02329_20170703,train
Ta00188_20170703,train
Ta01796_20170703,train
Ta02365_20170608,train
Ta00759_20170703,train
Ta00491_20170703,train
Ta00378_20170703,train
Ta01539_20170703,train
Ta00731_20170703,train
Ta01973_20170608,train
Ta01811_20170703,train
Ta01931_20170608,train
Ta00923_20170703,train
Ta02289_20170608,train
Ta00443_20170703,train
Ta01422_20170703,train
Ta01637_20170703,train
Ta00097_20170703,train
Ta01548_20170703,train
Ta02169_20170703,train
Ta02082_20170608,train
Ta01744_20170703,train
Ta02220_20170703,train
Ta02245_20170608,train
Ta02148_20170703,train
Ta00262_20170703,train
Ta00614_20170703,train
Ta02007_20170703,train
Ta02338_20170703,train
Ta01919_20170703,train
Ta01310_20170703,train
Ta00548_20170703,train
Ta02047_20170703,train
Ta02335_20170608,train
Ta02189_20170703,train
Ta00950_20170703,train
Ta02209_20170608,train
Ta00910_20170703,train
Ta02180_20170703,train
Ta01004_20170703,train
Ta01511_20170703,train
Ta00049_20170703,train
Ta01806_20170703,train
Ta01240_20170703,train
Ta01175_20170703,train
Ta00132_20170703,train
Ta01980_20170703,train
Ta00063_20170703,train
Ta01154_20170703,train
Ta00545_20170703,train
Ta01993_20170608,train
Ta00772_20170703,train
Ta01916_20170608,train
Ta00589_20170703,train
Ta00754_20170703,train
Ta01907_20170703,train
Ta02169_20170608,train
Ta01245_20170703,train
Ta02339_20170703,train
Ta00792_20170703,train
Ta00627_20170703,train
Ta02324_20170608,train
Ta00943_20170703,train
Ta01100_20170703,train
Ta01604_20170703,train
Ta00172_20170703,train
Ta00507_20170703,train
Ta01782_20170703,train
Ta00760_20170703,train
Ta01285_20170703,train
Ta02068_20170608,train
Ta00468_20170703,train
Ta02297_20170703,train
Ta01259_20170703,train
Ta01968_20170703,train
Ta00475_20170703,train
Ta02017_20170608,train
Ta02340_20170608,train
Ta00973_20170703,train
Ta01654_20170703,train
Ta00310_20170703,train
Ta01967_20170608,train
Ta01789_20170703,train
Ta02156_20170703,train
Ta01587_20170703,train
Ta00694_20170703,train
Ta01368_20170703,train
Ta01785_20170703,train
Ta01640_20170703,train
Ta02261_20170608,train
Ta00732_20170703,train
Ta00085_20170703,train
Ta00398_20170703,train
Ta01407_20170703,train
Ta01872_20170703,train
Ta01747_20170703,train
Ta01242_20170703,train
Ta02073_20170608,train
Ta02103_20170608,train
Ta01830_20170703,train
Ta00733_20170703,train
Ta00609_20170703,train
Ta01709_20170703,train
Ta00115_20170703,train
Ta00872_20170703,train
Ta02141_20170703,train
Ta02063_20170608,train
Ta02347_20170703,train
Ta02362_20170608,train
Ta01691_20170703,train
Ta02207_20170703,train
Ta00072_20170703,train
unknown_20170608,train
Ta01327_20170703,train
Ta00959_20170703,train
Ta01902_20170703,train
Ta00367_20170703,train
Ta02342_20170608,train
Ta00476_20170703,train
Ta00960_20170703,train
Ta00529_20170703,train
Ta02316_20170608,train
Ta02347_20170608,train
Ta01954_20170703,train
Ta01124_20170703,train
Ta01068_20170703,train
Ta02310_20170608,train
Ta01038_20170703,train
Ta01875_20170703,train
Ta01219_20170703,train
Ta02269_20170608,train
Ta01442_20170703,train
Ta00542_20170703,train
Ta00373_20170703,train
Ta00381_20170703,train
Ta02066_20170608,train
Ta01503_20170703,train
Ta00033_20170703,train
Ta02337_20170703,train
Ta00672_20170703,train
Ta01350_20170703,train
Ta01615_20170703,train
Ta02237_20170608,train
Ta01123_20170703,train
Ta01521_20170703,train
Ta02034_20170608,train
Ta02057_20170608,train
Ta01731_20170703,train
Ta00165_20170703,train
Ta02154_20170703,train
Ta00152_20170703,train
Ta01540_20170703,train
Ta00435_20170703,train
Ta00945_20170703,train
Ta02207_20170608,train
Ta01482_20170703,train
Ta00486_20170703,train
Ta01685_20170703,train
Ta00538_20170703,train
Ta00433_20170703,train
Ta00630_20170703,train
Ta02327_20170608,train
Ta01489_20170703,train
Ta00445_20170703,train
Ta01174_20170703,train
Ta01985_20170703,train
Ta00495_20170703,train
Ta02060_20170608,train
Ta01687_20170703,train
Ta02300_20170608,train
Ta00125_20170703,train
Ta02343_20170703,train
Ta02246_20170703,train
Ta01650_20170703,train
Ta00107_20170703,train
Ta01562_20170703,train
Ta02173_20170703,train
Ta00080_20170703,train
Ta01478_20170703,train
Ta00879_20170703,train
Ta00111_20170703,train
Ta02202_20170608,train
Ta00252_20170703,train
Ta02047_20170608,train
Ta01042_20170703,train
Ta01473_20170703,train
Ta01594_20170703,train
Ta00392_20170703,train
Ta02322_20170703,train
Ta01874_20170703,train
Ta02057_20170703,train
Ta01278_20170703,train
Ta00200_20170703,train
Ta00607_20170703,train
Ta01703_20170703,train
Ta00638_20170703,train
Ta00555_20170703,train
Ta00221_20170703,train
Ta00218_20170703,train
Ta00236_20170703,train
Ta00647_20170703,train
Ta01395_20170703,train
Ta02069_20170703,train
Ta01689_20170703,train
Ta00968_20170703,train
Ta01878_20170703,train
Ta02204_20170703,train
Ta01554_20170703,train
Ta01130_20170703,train
Ta01603_20170703,train
Ta00909_20170703,train
Ta01613_20170703,train
Ta00139_20170703,train
Ta00320_20170703,train
Ta01331_20170703,train
Ta01550_20170703,train
Ta02229_20170608,train
Ta00908_20170703,train
Ta00313_20170703,train
Ta00133_20170703,train
Ta02179_20170703,train
Ta00657_20170703,train
Ta02229_20170703,train
Ta01132_20170703,train
Ta01206_20170703,train
Ta00963_20170703,train
Ta01356_20170703,train
Ta02164_20170608,train
Ta01145_20170703,train
Ta01292_20170703,train
Ta00958_20170703,train
Ta00441_20170703,train
Ta01620_20170703,train
Ta02295_20170608,train
Ta01853_20170703,train
Ta02216_20170608,train
Ta02063_20170703,train
Ta02289_20170703,train
Ta02061_20170608,train
Ta01797_20170703,train
Ta01297_20170703,train
Ta01898_20170703,train
Ta00956_20170703,train
Ta01362_20170703,train
Ta01527_20170703,train
Ta01014_20170703,train
Ta02102_20170608,train
Ta01784_20170703,train
Ta02102_20170703,train
Ta01205_20170703,train
Ta02343_20170608,train
Ta00670_20170703,train
Ta02302_20170703,train
Ta01916_20170703,train
Ta02216_20170703,train
Ta02103_20170703,train
Ta00799_20170703,train
Ta01037_20170703,train
Ta01758_20170703,train
Ta02189_20170608,train
Ta01873_20170703,train
Ta01968_20170608,train
Ta01262_20170703,train
Ta02174_20170608,train
Ta02017_20170703,train
Ta01343_20170703,train
Ta01829_20170703,train
Ta00922_20170703,train
Ta02179_20170608,train
Ta02143_20170703,train
Ta02085_20170608,train
Ta00801_20170703,train
Ta02214_20170608,train
Ta02256_20170608,train
Ta00490_20170703,train
Ta01445_20170703,train
Ta01454_20170703,train
Ta01979_20170703,train
Ta02355_20170608,train
Ta01798_20170703,train
Ta01370_20170703,train
Ta00878_20170703,train
Ta01970_20170608,train
Ta01344_20170703,train
Ta00083_20170703,train
Ta01957_20170703,train
Ta01281_20170703,train
Ta00209_20170703,train
Ta01384_20170703,train
Ta01742_20170703,train
Ta00972_20170703,train
Ta02366_20170703,train
Ta01406_20170703,train
Ta01803_20170703,train
Ta01428_20170703,train
Ta01776_20170703,train
Ta01117_20170703,train
Ta00891_20170703,train
Ta00156_20170703,train
Ta01320_20170703,train
Ta01541_20170703,train
Ta01761_20170703,train
Ta02177_20170608,train
Ta01765_20170703,train
Ta00051_20170703,train
Ta00402_20170703,train
Ta01730_20170703,train
Ta02098_20170608,train
Ta02210_20170703,train
Ta02345_20170608,train
Ta01610_20170703,train
Ta02342_20170703,train
Ta00501_20170703,train
Ta01917_20170703,train
Ta02044_20170703,train
Ta02299_20170703,train
Ta02267_20170703,train
Ta02297_20170608,train
Ta01718_20170703,train
Ta02002_20170608,train
Ta02148_20170608,train
Ta01253_20170703,train
Ta01901_20170703,train
Ta01413_20170703,train
Ta00543_20170703,train
Ta00962_20170703,train
Ta01360_20170703,train
Ta01779_20170703,train
Ta02157_20170703,train
Ta02171_20170608,train
Ta00964_20170703,train
Ta01963_20170608,train
Ta00536_20170703,train
Ta02250_20170703,train
Ta00326_20170703,train
Ta01720_20170703,train
Ta01920_20170608,train
Ta00407_20170703,train
Ta02048_20170703,train
Ta01519_20170703,train
unknown_20170703,train
Ta01934_20170608,train
Ta02234_20170703,train
Ta00763_20170703,train
Ta02299_20170608,train
Ta02132_20170608,train
Ta01633_20170703,train
Ta02144_20170703,train
Ta00624_20170703,train
Ta01663_20170703,train
Ta02322_20170608,train
Ta00741_20170703,train
Ta01514_20170703,train
Ta00635_20170703,train
Ta02015_20170703,train
Ta02304_20170608,train
Ta00745_20170703,train
Ta01684_20170703,train
Ta01661_20170703,train
Ta01217_20170703,train
Ta01533_20170703,train
Ta01586_20170703,train
Ta00550_20170703,train
Ta02284_20170703,train
Ta01925_20170703,train
Ta00696_20170703,train
Ta02237_20170703,train
Ta00174_20170703,train
Ta01740_20170703,train
Ta01547_20170703,train
Ta01883_20170703,train
Ta00101_20170703,train
Ta00746_20170703,train
Ta01860_20170703,train
Ta00048_20170703,train
Ta01431_20170703,train
Ta00599_20170703,train
Ta01983_20170608,val
Ta00099_20170703,val
Ta01507_20170703,val
Ta02031_20170608,val
Ta01987_20170608,val
Ta00975_20170703,val
Ta00996_20170703,val
Ta01705_20170703,val
Ta01322_20170703,val
Ta01985_20170608,val
Ta00853_20170703,val
Ta01565_20170703,val
Ta01813_20170703,val
Ta00866_20170703,val
Ta00722_20170703,val
Ta01956_20170703,val
Ta01942_20170703,val
Ta00232_20170703,val
Ta01317_20170703,val
Ta01184_20170703,val
Ta01165_20170703,val
Ta01399_20170703,val
Ta02085_20170703,val
Ta01233_20170703,val
Ta01590_20170703,val
Ta01911_20170703,val
Ta02307_20170608,val
Ta02046_20170608,val
Ta00907_20170703,val
Ta00255_20170703,val
Ta02336_20170703,val
Ta01982_20170608,val
Ta00191_20170703,val
Ta01140_20170703,val
Ta01783_20170703,val
Ta02235_20170608,val
Ta02136_20170608,val
Ta01727_20170703,val
Ta00830_20170703,val
Ta01389_20170703,val
Ta02246_20170608,val
Ta02005_20170703,val
Ta01568_20170703,val
Ta01207_20170703,val
Ta01415_20170703,val
Ta01054_20170703,val
Ta02002_20170703,val
Ta01746_20170703,val
Ta00450_20170703,val
Ta02061_20170703,val
Ta01925_20170608,val
Ta00793_20170703,val
Ta00264_20170703,val
Ta00787_20170703,val
Ta01410_20170703,val
Ta01582_20170703,val
Ta02200_20170703,val
Ta01032_20170703,val
Ta00902_20170703,val
Ta02355_20170703,val
Ta00500_20170703,val
Ta01393_20170703,val
Ta02245_20170703,val
Ta01840_20170703,val
Ta02068_20170703,val
Ta01607_20170703,val
Ta02065_20170703,val
Ta01110_20170703,val
Ta00625_20170703,val
Ta02075_20170608,val
Ta02340_20170703,val
Ta00540_20170703,val
Ta00755_20170703,val
Ta02270_20170703,val
Ta01070_20170703,val
Ta01348_20170703,val
Ta00728_20170703,val
Ta00093_20170703,val
Ta01128_20170703,val
Ta02073_20170703,val
Ta00380_20170703,val
Ta00079_20170703,val
Ta01713_20170703,val
Ta01146_20170703,val
Ta01180_20170703,val
Ta01269_20170703,val
Ta00340_20170703,val
Ta02003_20170703,val
Ta01924_20170608,val
Ta01462_20170703,val
Ta00403_20170703,val
Ta00474_20170703,val
Ta02302_20170608,val
Ta01105_20170703,val
Ta00448_20170703,val
Ta01967_20170703,val
Ta01003_20170703,val
Ta01294_20170703,val
Ta01439_20170703,val
Ta00671_20170703,val
Ta02157_20170608,val
Ta01412_20170703,val
Ta01971_20170608,val
Ta02325_20170703,val
Ta00034_20170703,val
Ta01046_20170703,val
Ta02324_20170703,val
Ta00094_20170703,val
Ta01419_20170703,val
Ta01283_20170703,val
Ta02300_20170703,val
Ta01534_20170703,val
Ta01133_20170703,val
Ta01044_20170703,val
Ta02288_20170608,val
Ta00382_20170703,val
Ta01870_20170703,val
Ta01999_20170608,val
Ta01416_20170703,val
Ta00170_20170703,val
Ta01768_20170703,val
Ta00399_20170703,val
Ta00117_20170703,val
Ta02317_20170703,val
Ta00592_20170703,val
Ta01987_20170703,val
Ta00026_20170703,val
Ta02224_20170703,val
Ta00042_20170703,val
Ta02003_20170608,val
Ta00388_20170703,val
Ta02275_20170608,val
Ta00489_20170703,val
Ta01472_20170703,val
Ta01934_20170703,val
Ta02066_20170703,val
Ta01947_20170703,val
Ta00108_20170703,val
Ta00644_20170703,val
Ta01388_20170703,val
Ta01295_20170703,val
Ta00724_20170703,val
Ta01753_20170703,val
Ta02279_20170608,val
Ta02046_20170703,val
Ta01601_20170703,val
Ta00100_20170703,val
Ta00795_20170703,val
Ta02136_20170703,val
Ta02079_20170703,val
Ta01357_20170703,val
Ta02013_20170608,val
Ta00509_20170703,val
Ta02205_20170703,val
Ta00478_20170703,val
Ta01251_20170703,val
Ta02240_20170608,val
Ta01982_20170703,val
Ta01329_20170703,val
Ta01983_20170703,val
Ta02081_20170703,val
Ta01408_20170703,val
Ta00299_20170703,val
Ta01595_20170703,val
Ta01129_20170703,val
Ta01905_20170703,val
Ta01817_20170703,val
Ta00431_20170703,val
Ta01013_20170703,val
Ta00149_20170703,val
Ta01358_20170703,val
Ta01608_20170703,val
Ta00756_20170703,val
Ta01378_20170703,val
Ta01526_20170703,val
Ta01183_20170703,val
Ta02009_20170608,val
Ta01868_20170703,val
Ta01838_20170703,val
Ta01298_20170703,val
Ta02235_20170703,val
Ta01119_20170703,val
Ta01009_20170703,val
Ta01107_20170703,val
Ta01701_20170703,val
Ta01302_20170703,val
Ta00978_20170703,val
Ta02019_20170608,val
Ta00800_20170703,val
Ta00877_20170703,val
Ta01499_20170703,val
Ta01001_20170703,val
Ta02271_20170703,val
Ta00375_20170703,val
Ta02310_20170703,val
Ta01851_20170703,val
Ta01139_20170703,val
Ta00632_20170703,val
Ta01495_20170703,val
Ta01688_20170703,val
Ta02248_20170608,val
Ta01363_20170703,val
Ta00430_20170703,val
Ta01841_20170703,val
Ta02201_20170608,val
Ta01323_20170703,val
Ta02256_20170703,val
Ta01040_20170703,val
Ta00164_20170703,val
Ta01656_20170703,val
Ta01625_20170703,val
Ta00780_20170703,val
Ta01627_20170703,val
Ta01924_20170703,val
Ta02220_20170608,val
Ta01700_20170703,val
Ta00898_20170703,val
Ta01977_20170703,val
Ta01743_20170703,val
Ta01920_20170703,val
Ta01890_20170703,test
Ta02186_20170608,test
Ta00637_20170703,test
Ta02181_20170703,test
Ta02368_20170703,test
Ta00173_20170703,test
Ta02329_20170608,test
Ta01349_20170703,test
Ta00704_20170703,test
Ta02365_20170703,test
Ta01946_20170608,test
Ta01935_20170608,test
Ta02353_20170608,test
Ta00432_20170703,test
Ta00203_20170703,test
Ta00434_20170703,test
Ta02232_20170703,test
Ta01820_20170703,test
Ta02350_20170608,test
Ta00785_20170703,test
Ta02042_20170703,test
Ta02202_20170703,test
Ta00873_20170703,test
Ta02138_20170703,test
Ta02074_20170608,test
Ta00235_20170703,test
Ta01991_20170608,test
Ta01939_20170703,test
Ta00193_20170703,test
Ta02180_20170608,test
Ta00663_20170703,test
Ta01485_20170703,test
Ta00620_20170703,test
Ta01505_20170703,test
Ta02164_20170703,test
