img_id,status
Ta00637_20170703,alive
Ta00638_20170703,alive
Ta00644_20170703,alive
Ta00647_20170703,alive
Ta00657_20170703,alive
Ta00663_20170703,alive
Ta00665_20170703,alive
Ta00667_20170703,alive
Ta00670_20170703,alive
Ta00671_20170703,alive
Ta00672_20170703,alive
Ta00688_20170703,alive
Ta00694_20170703,alive
Ta00696_20170703,alive
Ta00699_20170703,alive
Ta00702_20170703,alive
Ta00704_20170703,alive
Ta00711_20170703,alive
Ta00722_20170703,alive
Ta00723_20170703,alive
Ta00724_20170703,alive
Ta00727_20170703,alive
Ta00728_20170703,alive
Ta00731_20170703,alive
Ta00732_20170703,alive
Ta00733_20170703,alive
Ta00739_20170703,alive
Ta00741_20170703,alive
Ta00745_20170703,alive
Ta00746_20170703,alive
Ta00747_20170703,alive
Ta00748_20170703,alive
Ta00749_20170703,alive
Ta00754_20170703,alive
Ta00755_20170703,alive
Ta00756_20170703,alive
Ta00757_20170703,alive
Ta00759_20170703,alive
Ta00760_20170703,alive
Ta00762_20170703,alive
Ta00763_20170703,alive
Ta00767_20170703,alive
Ta00770_20170703,alive
Ta00772_20170703,alive
Ta00773_20170703,alive
Ta00777_20170703,alive
Ta00780_20170703,alive
Ta00782_20170703,alive
Ta00785_20170703,alive
Ta00786_20170703,alive
Ta00787_20170703,alive
Ta00792_20170703,alive
Ta00793_20170703,alive
Ta00795_20170703,alive
Ta00799_20170703,alive
Ta00800_20170703,alive
Ta00801_20170703,alive
Ta00802_20170703,alive
Ta00809_20170703,alive
Ta00810_20170703,alive
Ta00819_20170703,alive
Ta00830_20170703,alive
Ta00834_20170703,alive
Ta00843_20170703,alive
Ta00846_20170703,alive
Ta00850_20170703,alive
Ta00853_20170703,alive
Ta00866_20170703,alive
Ta00872_20170703,alive
Ta00873_20170703,alive
Ta00877_20170703,alive
Ta00878_20170703,alive
Ta00879_20170703,alive
Ta00881_20170703,alive
Ta00882_20170703,alive
Ta00883_20170703,alive
Ta00891_20170703,alive
Ta00898_20170703,alive
Ta00900_20170703,alive
Ta00902_20170703,alive
Ta00907_20170703,alive
Ta00908_20170703,alive
Ta00909_20170703,alive
Ta00910_20170703,alive
Ta00911_20170703,alive
Ta00912_20170703,alive
Ta00913_20170703,alive
Ta00919_20170703,alive
Ta00920_20170703,alive
Ta00922_20170703,alive
Ta00923_20170703,alive
Ta00924_20170703,alive
Ta00926_20170703,alive
Ta00927_20170703,alive
Ta00928_20170703,alive
Ta00943_20170703,alive
Ta00945_20170703,alive
Ta00947_20170703,alive
Ta00950_20170703,alive
Ta00951_20170703,alive
Ta00953_20170703,alive
Ta00956_20170703,alive
Ta00958_20170703,alive
Ta00959_20170703,alive
Ta00960_20170703,alive
Ta00962_20170703,alive
Ta00963_20170703,alive
Ta00964_20170703,alive
Ta00966_20170703,alive
Ta00968_20170703,alive
Ta00972_20170703,alive
Ta00973_20170703,alive
Ta00975_20170703,alive
Ta00978_20170703,alive
Ta00995_20170703,alive
Ta00996_20170703,alive
Ta01001_20170703,alive
Ta01003_20170703,alive
Ta01004_20170703,alive
Ta01008_20170703,alive
Ta01009_20170703,alive
Ta01012_20170703,alive
Ta01013_20170703,alive
Ta01014_20170703,alive
Ta01017_20170703,alive
Ta01024_20170703,alive
Ta01032_20170703,alive
Ta01035_20170703,alive
Ta01037_20170703,alive
Ta01038_20170703,alive
Ta01039_20170703,alive
Ta01040_20170703,alive
Ta01042_20170703,alive
Ta01043_20170703,alive
Ta01044_20170703,alive
Ta01046_20170703,alive
Ta01054_20170703,alive
Ta01068_20170703,alive
Ta01070_20170703,alive
Ta01073_20170703,alive
Ta01094_20170703,alive
Ta01097_20170703,alive
Ta01099_20170703,alive
Ta01100_20170703,alive
Ta01105_20170703,alive
Ta01106_20170703,alive
Ta01107_20170703,alive
Ta01109_20170703,alive
Ta01110_20170703,alive
Ta01117_20170703,alive
Ta01118_20170703,alive
Ta01119_20170703,alive
Ta01120_20170703,alive
Ta01123_20170703,alive
Ta01124_20170703,alive
Ta01125_20170703,alive
Ta01127_20170703,alive
Ta01128_20170703,alive
Ta01129_20170703,alive
Ta01130_20170703,alive
Ta01132_20170703,alive
Ta01133_20170703,alive
Ta01139_20170703,alive
Ta01140_20170703,alive
Ta01145_20170703,alive
Ta01146_20170703,alive
Ta01154_20170703,alive
Ta01164_20170703,alive
Ta01165_20170703,alive
Ta01173_20170703,alive
Ta01174_20170703,alive
Ta01175_20170703,alive
Ta01176_20170703,alive
Ta01178_20170703,alive
Ta01180_20170703,alive
Ta01183_20170703,alive
Ta01184_20170703,alive
Ta01187_20170703,alive
Ta01188_20170703,alive
Ta01190_20170703,alive
Ta01191_20170703,alive
Ta01195_20170703,alive
Ta01196_20170703,alive
Ta01197_20170703,alive
Ta01200_20170703,alive
Ta01203_20170703,alive
Ta01205_20170703,alive
Ta01206_20170703,alive
Ta01207_20170703,alive
Ta01209_20170703,alive
Ta01211_20170703,alive
Ta01212_20170703,alive
Ta01214_20170703,alive
Ta01217_20170703,alive
Ta01219_20170703,alive
Ta01233_20170703,alive
Ta01240_20170703,alive
Ta01241_20170703,alive
Ta01242_20170703,alive
Ta01245_20170703,alive
Ta01251_20170703,alive
Ta01253_20170703,alive
Ta01255_20170703,alive
Ta01259_20170703,alive
Ta01260_20170703,alive
Ta01262_20170703,alive
Ta01269_20170703,alive
Ta01277_20170703,alive
Ta01278_20170703,alive
Ta01281_20170703,alive
Ta01282_20170703,alive
Ta01283_20170703,alive
Ta01285_20170703,alive
Ta01286_20170703,alive
Ta01287_20170703,alive
Ta01292_20170703,alive
Ta01294_20170703,alive
Ta01295_20170703,alive
Ta01297_20170703,alive
Ta01298_20170703,alive
Ta01301_20170703,alive
Ta01302_20170703,alive
Ta01310_20170703,alive
Ta01312_20170703,alive
Ta01314_20170703,alive
Ta01316_20170703,alive
Ta01317_20170703,alive
Ta01320_20170703,alive
Ta01322_20170703,alive
Ta01323_20170703,alive
Ta01324_20170703,alive
Ta01326_20170703,alive
Ta01327_20170703,alive
Ta01328_20170703,alive
Ta01329_20170703,alive
Ta01331_20170703,alive
Ta01341_20170703,alive
Ta01342_20170703,alive
Ta01343_20170703,alive
Ta01344_20170703,alive
Ta01347_20170703,alive
Ta01348_20170703,alive
Ta01349_20170703,alive
Ta01350_20170703,alive
Ta01355_20170703,alive
Ta01356_20170703,alive
Ta01357_20170703,alive
Ta01358_20170703,alive
Ta01360_20170703,alive
Ta01361_20170703,alive
Ta01362_20170703,alive
Ta01363_20170703,alive
Ta01368_20170703,alive
Ta01369_20170703,alive
Ta01370_20170703,alive
Ta01371_20170703,alive
Ta01373_20170703,alive
Ta01375_20170703,alive
Ta01378_20170703,alive
Ta01379_20170703,alive
Ta01384_20170703,alive
Ta01388_20170703,alive
Ta01389_20170703,alive
Ta01390_20170703,alive
Ta01391_20170703,alive
Ta01393_20170703,alive
Ta01394_20170703,alive
Ta01395_20170703,alive
Ta01399_20170703,alive
Ta01402_20170703,alive
Ta01403_20170703,alive
Ta01406_20170703,alive
Ta01407_20170703,alive
Ta01408_20170703,alive
Ta01410_20170703,alive
Ta01412_20170703,alive
Ta01413_20170703,alive
Ta01414_20170703,alive
Ta01415_20170703,alive
Ta01416_20170703,alive
Ta01417_20170703,dead
Ta01419_20170703,alive
Ta01422_20170703,alive
Ta01427_20170703,alive
Ta01428_20170703,alive
Ta01431_20170703,alive
Ta01432_20170703,alive
Ta01433_20170703,alive
Ta01435_20170703,alive
Ta01436_20170703,alive
Ta01439_20170703,alive
Ta01442_20170703,alive
Ta01443_20170703,alive
Ta01445_20170703,alive
Ta01449_20170703,alive
Ta01450_20170703,alive
Ta01451_20170703,alive
Ta01453_20170703,alive
Ta01454_20170703,alive
Ta01457_20170703,alive
Ta01458_20170703,alive
Ta01460_20170703,alive
Ta01462_20170703,alive
Ta01463_20170703,alive
Ta01468_20170703,alive
Ta01469_20170703,alive
Ta01470_20170703,alive
Ta01472_20170703,alive
Ta01473_20170703,alive
Ta01474_20170703,alive
Ta01477_20170703,alive
Ta01478_20170703,alive
Ta01482_20170703,alive
Ta01483_20170703,alive
Ta01485_20170703,alive
Ta01487_20170703,alive
Ta01489_20170703,alive
Ta01491_20170703,alive
Ta01493_20170703,alive
Ta01495_20170703,alive
Ta01497_20170703,alive
Ta01498_20170703,alive
Ta01499_20170703,alive
Ta01503_20170703,alive
Ta01505_20170703,alive
Ta01507_20170703,alive
Ta01508_20170703,alive
Ta01509_20170703,alive
Ta01511_20170703,alive
Ta01512_20170703,alive
Ta01514_20170703,alive
Ta01519_20170703,alive
Ta01520_20170703,alive
Ta01521_20170703,alive
Ta01523_20170703,alive
Ta01524_20170703,alive
Ta01526_20170703,alive
Ta01527_20170703,alive
Ta01528_20170703,alive
Ta01533_20170703,alive
Ta01534_20170703,alive
Ta01535_20170703,alive
Ta01537_20170703,alive
Ta01539_20170703,alive
Ta01540_20170703,alive
Ta01541_20170703,alive
Ta01547_20170703,alive
Ta01548_20170703,alive
Ta01549_20170703,alive
Ta01550_20170703,alive
Ta01553_20170703,alive
Ta01554_20170703,alive
Ta01559_20170703,alive
Ta01562_20170703,alive
Ta01563_20170703,alive
Ta01565_20170703,alive
Ta01567_20170703,alive
Ta01568_20170703,alive
Ta01571_20170703,alive
Ta01574_20170703,alive
Ta01575_20170703,alive
Ta01577_20170703,alive
Ta01579_20170703,alive
Ta01582_20170703,alive
Ta01583_20170703,alive
Ta01586_20170703,alive
Ta01587_20170703,alive
Ta01588_20170703,alive
Ta01590_20170703,alive
Ta01592_20170703,alive
Ta01594_20170703,alive
Ta01595_20170703,alive
Ta01596_20170703,alive
Ta01599_20170703,alive
Ta01601_20170703,alive
Ta01603_20170703,alive
Ta01604_20170703,alive
Ta01607_20170703,alive
Ta01608_20170703,alive
Ta01609_20170703,alive
Ta01610_20170703,alive
Ta01613_20170703,alive
Ta01615_20170703,alive
Ta01617_20170703,alive
Ta01620_20170703,alive
Ta01624_20170703,alive
Ta01625_20170703,alive
Ta01627_20170703,alive
Ta01629_20170703,alive
Ta01630_20170703,alive
Ta01633_20170703,alive
Ta01634_20170703,alive
Ta01637_20170703,alive
Ta01638_20170703,alive
Ta01639_20170703,alive
Ta01640_20170703,alive
Ta01644_20170703,alive
Ta01646_20170703,alive
Ta01648_20170703,alive
Ta01650_20170703,alive
Ta01654_20170703,alive
Ta01655_20170703,alive
Ta01656_20170703,alive
Ta01657_20170703,alive
Ta01659_20170703,alive
Ta01661_20170703,alive
Ta01663_20170703,alive
Ta01665_20170703,alive
Ta01684_20170703,alive
Ta01685_20170703,alive
Ta01687_20170703,alive
Ta01688_20170703,alive
Ta01689_20170703,alive
Ta01691_20170703,alive
Ta01693_20170703,alive
Ta01698_20170703,alive
Ta01700_20170703,alive
Ta01701_20170703,alive
Ta01703_20170703,alive
Ta01705_20170703,alive
Ta01706_20170703,alive
Ta01708_20170703,alive
Ta01709_20170703,alive
Ta01712_20170703,alive
Ta01713_20170703,alive
Ta01716_20170703,alive
Ta01718_20170703,alive
Ta01720_20170703,alive
Ta01721_20170703,alive
Ta01724_20170703,alive
Ta01727_20170703,alive
Ta01730_20170703,alive
Ta01731_20170703,alive
Ta01733_20170703,alive
Ta01737_20170703,alive
Ta01738_20170703,alive
Ta01740_20170703,alive
Ta01742_20170703,alive
Ta01743_20170703,alive
Ta01744_20170703,alive
Ta01746_20170703,alive
Ta01747_20170703,alive
Ta01749_20170703,alive
Ta01750_20170703,alive
Ta01753_20170703,alive
Ta01758_20170703,alive
Ta01760_20170703,alive
Ta01761_20170703,dead
Ta01762_20170703,alive
Ta01763_20170703,alive
Ta01765_20170703,alive
Ta01768_20170703,alive
Ta01776_20170703,alive
Ta01777_20170703,alive
Ta01779_20170703,alive
Ta01780_20170703,alive
Ta01782_20170703,alive
Ta01783_20170703,alive
Ta01784_20170703,alive
Ta01785_20170703,alive
Ta01789_20170703,alive
Ta01791_20170703,dead
Ta01792_20170703,alive
Ta01793_20170703,alive
Ta01794_20170703,alive
Ta01796_20170703,alive
Ta01797_20170703,alive
Ta01798_20170703,alive
Ta01803_20170703,alive
Ta01805_20170703,alive
Ta01806_20170703,alive
Ta01807_20170703,alive
Ta01811_20170703,alive
Ta01812_20170703,alive
Ta01813_20170703,alive
Ta01815_20170703,alive
Ta01817_20170703,alive
Ta01819_20170703,alive
Ta01820_20170703,alive
Ta01822_20170703,alive
Ta01825_20170703,alive
Ta01827_20170703,alive
Ta01829_20170703,alive
Ta01830_20170703,alive
Ta01837_20170703,alive
Ta01838_20170703,alive
Ta01839_20170703,alive
Ta01840_20170703,alive
Ta01841_20170703,alive
Ta01843_20170703,alive
Ta01847_20170703,alive
Ta01850_20170703,alive
Ta01851_20170703,alive
Ta01853_20170703,alive
Ta01855_20170703,alive
Ta01858_20170703,alive
Ta01859_20170703,alive
Ta01860_20170703,alive
Ta01868_20170703,alive
Ta01869_20170703,alive
Ta01870_20170703,alive
Ta01871_20170703,alive
Ta01872_20170703,alive
Ta01873_20170703,alive
Ta01874_20170703,alive
Ta01875_20170703,alive
Ta01877_20170703,alive
Ta01878_20170703,alive
Ta01881_20170703,alive
Ta01883_20170703,alive
Ta01884_20170703,alive
Ta01885_20170703,alive
Ta01886_20170703,alive
Ta01890_20170703,alive
Ta01893_20170703,alive
Ta01896_20170703,alive
Ta01898_20170703,alive
Ta01900_20170703,alive
Ta01901_20170703,alive
Ta01902_20170703,alive
Ta01904_20170703,alive
Ta01905_20170703,alive
Ta01907_20170703,alive
Ta01909_20170703,dead
Ta01911_20170703,alive
Ta01915_20170608,alive
Ta01915_20170703,alive
Ta01916_20170608,alive
Ta01916_20170703,alive
Ta01917_20170608,alive
Ta01917_20170703,alive
Ta01919_20170608,alive
Ta01919_20170703,alive
Ta01920_20170608,alive
Ta01920_20170703,alive
Ta01924_20170608,alive
Ta01924_20170703,alive
Ta01925_20170608,alive
Ta01925_20170703,alive
Ta01927_20170608,alive
Ta01927_20170703,alive
Ta01928_20170608,alive
Ta01928_20170703,alive
Ta01931_20170608,alive
Ta01931_20170703,alive
Ta01934_20170608,alive
Ta01934_20170703,alive
Ta01935_20170608,alive
Ta01935_20170703,alive
Ta01939_20170608,alive
Ta01939_20170703,alive
Ta01942_20170608,alive
Ta01942_20170703,alive
Ta01945_20170608,alive
Ta01945_20170703,alive
Ta01946_20170608,alive
Ta01946_20170703,alive
Ta01947_20170608,alive
Ta01947_20170703,alive
Ta01948_20170608,alive
Ta01948_20170703,alive
Ta01949_20170608,alive
Ta01949_20170703,alive
Ta01954_20170608,alive
Ta01954_20170703,dead
Ta01956_20170608,alive
Ta01956_20170703,alive
Ta01957_20170608,alive
Ta01957_20170703,alive
Ta01958_20170608,alive
Ta01958_20170703,alive
Ta01959_20170608,alive
Ta01959_20170703,alive
Ta01963_20170608,alive
Ta01963_20170703,alive
Ta01964_20170608,alive
Ta01964_20170703,alive
Ta01965_20170608,alive
Ta01965_20170703,alive
Ta01967_20170608,alive
Ta01967_20170703,alive
Ta01968_20170608,alive
Ta01968_20170703,alive
Ta01970_20170608,alive
Ta01970_20170703,alive
Ta01971_20170608,alive
Ta01971_20170703,alive
Ta01973_20170608,alive
Ta01973_20170703,alive
Ta01977_20170608,alive
Ta01977_20170703,alive
Ta01979_20170608,alive
Ta01979_20170703,alive
Ta01980_20170608,alive
Ta01980_20170703,alive
Ta01982_20170608,alive
Ta01982_20170703,alive
Ta01983_20170608,alive
Ta01983_20170703,alive
Ta01985_20170608,alive
Ta01985_20170703,alive
Ta01987_20170608,alive
Ta01987_20170703,alive
Ta01989_20170608,alive
Ta01989_20170703,alive
Ta01991_20170608,alive
Ta01991_20170703,alive
Ta01993_20170608,alive
Ta01993_20170703,alive
Ta01995_20170608,alive
Ta01995_20170703,alive
Ta01999_20170608,alive
Ta01999_20170703,alive
Ta02002_20170608,alive
Ta02002_20170703,alive
Ta02003_20170608,alive
Ta02003_20170703,dead
Ta02005_20170608,alive
Ta02005_20170703,alive
Ta02006_20170608,alive
Ta02006_20170703,dead
Ta02007_20170608,alive
Ta02007_20170703,alive
Ta02009_20170608,alive
Ta02009_20170703,alive
Ta02010_20170608,alive
Ta02010_20170703,dead
Ta02013_20170608,alive
Ta02013_20170703,alive
Ta02014_20170608,alive
Ta02014_20170703,alive
Ta02015_20170608,alive
Ta02015_20170703,alive
Ta02017_20170608,alive
Ta02017_20170703,alive
Ta02019_20170608,alive
Ta02019_20170703,alive
Ta02021_20170608,alive
Ta02021_20170703,alive
Ta02031_20170608,alive
Ta02031_20170703,dead
Ta02034_20170608,alive
Ta02034_20170703,alive
Ta02042_20170608,alive
Ta02042_20170703,alive
Ta02044_20170608,alive
Ta02044_20170703,alive
Ta02046_20170608,alive
Ta02046_20170703,alive
Ta02047_20170608,alive
Ta02047_20170703,alive
Ta02048_20170608,alive
Ta02048_20170703,alive
Ta02050_20170608,alive
Ta02050_20170703,alive
Ta02057_20170608,alive
Ta02057_20170703,alive
Ta02060_20170608,alive
Ta02060_20170703,alive
Ta02061_20170608,alive
Ta02061_20170703,alive
Ta02063_20170608,alive
Ta02063_20170703,alive
Ta02065_20170608,alive
Ta02065_20170703,alive
Ta02066_20170608,alive
Ta02066_20170703,alive
Ta02068_20170608,alive
Ta02068_20170703,alive
Ta02069_20170608,alive
Ta02069_20170703,alive
Ta02072_20170608,alive
Ta02072_20170703,alive
Ta02073_20170608,alive
Ta02073_20170703,alive
Ta02074_20170608,alive
Ta02074_20170703,alive
Ta02075_20170608,alive
Ta02075_20170703,alive
Ta02079_20170608,alive
Ta02079_20170703,alive
Ta02081_20170608,alive
Ta02081_20170703,alive
Ta02082_20170608,alive
Ta02082_20170703,alive
Ta02085_20170608,alive
Ta02085_20170703,alive
Ta02090_20170608,alive
Ta02090_20170703,alive
Ta02098_20170608,dead
Ta02098_20170703,dead
Ta02102_20170608,dead
Ta02102_20170703,dead
Ta02103_20170608,dead
Ta02103_20170703,alive
Ta02126_20170608,alive
Ta02126_20170703,alive
Ta02132_20170608,alive
Ta02132_20170703,alive
Ta02136_20170608,alive
Ta02136_20170703,alive
Ta02138_20170608,alive
Ta02138_20170703,alive
Ta02140_20170608,alive
Ta02140_20170703,alive
Ta02141_20170608,alive
Ta02141_20170703,alive
Ta02143_20170608,alive
Ta02143_20170703,alive
Ta02144_20170608,alive
Ta02144_20170703,alive
Ta02145_20170608,alive
Ta02145_20170703,alive
Ta02148_20170608,alive
Ta02148_20170703,dead
Ta02153_20170608,alive
Ta02153_20170703,dead
Ta02154_20170608,alive
Ta02154_20170703,alive
Ta02156_20170608,alive
Ta02156_20170703,alive
Ta02157_20170608,alive
Ta02157_20170703,dead
Ta02164_20170608,alive
Ta02164_20170703,alive
Ta02165_20170608,alive
Ta02165_20170703,alive
Ta02169_20170608,alive
Ta02169_20170703,alive
Ta02170_20170608,alive
Ta02170_20170703,alive
Ta02171_20170608,alive
Ta02171_20170703,alive
Ta02173_20170608,alive
Ta02173_20170703,alive
Ta02174_20170608,alive
Ta02174_20170703,alive
Ta02177_20170608,alive
Ta02177_20170703,alive
Ta02178_20170608,alive
Ta02178_20170703,alive
Ta02179_20170608,alive
Ta02179_20170703,alive
Ta02180_20170608,alive
Ta02180_20170703,alive
Ta02181_20170608,alive
Ta02181_20170703,alive
Ta02184_20170608,alive
Ta02184_20170703,alive
Ta02186_20170608,alive
Ta02186_20170703,alive
Ta02189_20170608,alive
Ta02189_20170703,alive
Ta02200_20170608,alive
Ta02200_20170703,alive
Ta02201_20170608,alive
Ta02201_20170703,alive
Ta02202_20170608,alive
Ta02202_20170703,alive
Ta02204_20170608,alive
Ta02204_20170703,alive
Ta02205_20170608,alive
Ta02205_20170703,alive
Ta02207_20170608,alive
Ta02207_20170703,alive
Ta02209_20170608,alive
Ta02209_20170703,alive
Ta02210_20170608,alive
Ta02210_20170703,alive
Ta02214_20170608,alive
Ta02214_20170703,alive
Ta02216_20170608,alive
Ta02216_20170703,alive
Ta02217_20170608,alive
Ta02217_20170703,alive
Ta02218_20170608,alive
Ta02218_20170703,alive
Ta02220_20170608,alive
Ta02220_20170703,alive
Ta02223_20170608,alive
Ta02223_20170703,alive
Ta02224_20170608,alive
Ta02224_20170703,alive
Ta02229_20170608,alive
Ta02229_20170703,alive
Ta02232_20170608,dead
Ta02232_20170703,dead
Ta02234_20170608,alive
Ta02234_20170703,alive
Ta02235_20170608,alive
Ta02235_20170703,alive
Ta02237_20170608,alive
Ta02237_20170703,alive
Ta02238_20170608,alive
Ta02238_20170703,alive
Ta02240_20170608,alive
Ta02240_20170703,alive
Ta02245_20170608,alive
Ta02245_20170703,alive
Ta02246_20170608,alive
Ta02246_20170703,alive
Ta02248_20170608,alive
Ta02248_20170703,alive
Ta02249_20170608,alive
Ta02249_20170703,alive
Ta02250_20170608,alive
Ta02250_20170703,alive
Ta02252_20170608,alive
Ta02252_20170703,alive
Ta02256_20170608,alive
Ta02256_20170703,alive
Ta02261_20170608,alive
Ta02261_20170703,alive
Ta02267_20170608,alive
Ta02267_20170703,alive
Ta02268_20170608,alive
Ta02268_20170703,alive
Ta02269_20170608,alive
Ta02269_20170703,alive
Ta02270_20170608,alive
Ta02270_20170703,alive
Ta02271_20170608,alive
Ta02271_20170703,alive
Ta02274_20170608,alive
Ta02274_20170703,alive
Ta02275_20170608,alive
Ta02275_20170703,alive
Ta02279_20170608,alive
Ta02279_20170703,alive
Ta02282_20170608,alive
Ta02282_20170703,alive
Ta02283_20170608,alive
Ta02283_20170703,alive
Ta02284_20170608,alive
Ta02284_20170703,alive
Ta02285_20170608,alive
Ta02285_20170703,alive
Ta02288_20170608,alive
Ta02288_20170703,alive
Ta02289_20170608,alive
Ta02289_20170703,alive
Ta02291_20170608,alive
Ta02291_20170703,alive
Ta02295_20170608,alive
Ta02295_20170703,alive
Ta02297_20170608,alive
Ta02297_20170703,alive
Ta02299_20170608,alive
Ta02299_20170703,alive
Ta02300_20170608,alive
Ta02300_20170703,alive
Ta02302_20170608,alive
Ta02302_20170703,alive
Ta02304_20170608,alive
Ta02304_20170703,alive
Ta02307_20170608,alive
Ta02307_20170703,alive
Ta02309_20170608,alive
Ta02309_20170703,alive
Ta02310_20170608,alive
